,text,translation,sentiment,label
689,@pledis_boops @yeosburntegg It’s not a fight but some people are being very disrespectful towards Ateez and Atiny are standing up for them,@pledis_boops @yeosburntegg No es una pelea pero hay gente que está siendo muy irrespetuosa con Ateez y Atiny está dando la cara por ellos,0.0002681285029193,esfj
690,What gets me is the “EVEN” ? Like ??,"Lo que me molesta es el ""AUN"" ? ¿Igual?",0.003312566494643,esfj
691,@wdzclip Some people really be lying unprovoked,@wdzclip Algunas personas realmente estar mintiendo sin provocación,0.1770719220070903,esfj
692,@gummisugaa Can’t blame them. Some of y’all be delusional af😂,@gummisugaa No puedo culparlos. Algunos de ustedes ser delirante af😂,0.0541621258636006,esfj
693,@allkpop Ateez,@allkpop Ateez,0.4978922592055748,esfj
694,He’s insane,Está loco.,0.5044772204833523,esfj
695,@ndrade_brenda @TheSwiftSociety @taylorswift13 Nothing!!!,@ndrade_brenda @TheSwiftSociety @taylorswift13 ¡¡¡Nada!!!,0.2010244594155445,esfj
696,@trippiejoon Who’s y’all? Leave us out of your drama pls,@trippiejoon ¿Quiénes son ustedes? Déjanos fuera de tu drama por favor.,0.0003504143036848,esfj
697,@hira1cuits The jealousy 😂,@hira1cuits Los celos 😂,0.569247928689838,esfj
698,I’m guessing the drama on the tl is bc ateez sold out their tour and the other group didn’t and bc jealousy they de…,Supongo que el drama en el tl es bc ateez agotado su gira y el otro grupo no y bc celos que de...,0.0002266735892634,esfj
699,"@winterology_ @sanlixer Lol what’s all this hate on eternal sunshine for😂
Leave us alone guys🙂","@winterology_ @sanlixer Lol a que viene tanto odio a eternal sunshine por😂.
Dejadnos en paz chicos🙂 .",0.0756702513892988,esfj
700,@dkjk_04 @alovelyATINY @sanlixer Always in our business and always wrong. It’s embarrassing,@dkjk_04 @alovelyATINY @sanlixer Siempre en lo nuestro y siempre mal. Es vergonzoso,0.0365811481646195,esfj
701,I watched it way too many times,Lo he visto demasiadas veces,0.0159331951950994,esfj
702,@ATEEZofficial No way,@ATEEZofficial De ninguna manera,0.0383177763933799,esfj
703,Ateez is so hot for this🔥🔥🔥,Ateez es tan caliente para this🔥🔥🔥🔥,0.1201997422199608,esfj
704,@0327Christian @ksgparks After they say follow my heartbeat. So come with me makes more sense,@0327Christian @ksgparks Después de que dicen seguir mi latido del corazón. Así que ven conmigo tiene más sentido,1.4833954055892846e-05,esfj
705,Obsessed with hongjoongs new hair😭,Obsesionado con el nuevo pelo de Hongjoong😭,0.2901145342541457,esfj
706,@MargheDW8 @kpoppiethoughts Lmao “objectively”,"@MargheDW8 @kpoppiethoughts Lmao ""objetivamente""",0.4978922592055748,esfj
707,"@kpoppiethoughts ATEEZ will release their 2nd Japanese Mini Album 'BEYOND: ZERO' on May 25th, with a new song 'THE…","@kpoppiethoughts ATEEZ lanzará su 2º mini álbum japonés 'BEYOND: ZERO' el 25 de mayo, con una nueva canción 'THE...",0.7021587825790087,esfj
708,Why is there army drama on my tl?,¿Por qué hay drama del ejército en mi tl?,0.0107666585482843,esfj
709,Y’all I wanna stan Billlie. Do they have any variety shows where I can see their personalities?,Quiero ser fan de Billlie. ¿Tienen algún programa de variedades donde pueda ver sus personalidades?,0.0125897587518555,esfj
710,Not you cutting it to 3 secs lmao. What you so afraid of?,No tu cortándolo a 3 segundos lmao. ¿De qué tienes tanto miedo?,0.0029456676760457,esfj
711,@qiqilix Don’t involve us in your beef with the rest of the kpop community 😂,@qiqilix No nos metas en tu beef con el resto de la comunidad kpop 😂,0.0024128727990294,esfj
712,I love them for this… they enjoy what they’re doing and are amazing at it💕,Me encantan por eso... disfrutan con lo que hacen y son increíbles💕,0.0080134991054834,esfj
713,I’m so tired of April fools already. I’m literally so gullible. Every update I see I believe then I look at the com…,Estoy tan cansado de los tontos de abril ya. Estoy literalmente tan crédulo. Cada actualización que veo creo entonces miro el com...,7.307800182761474e-05,esfj
714,@monichbang @fltrjwy Lmao stay pressed,@monichbang @fltrjwy Lmao permanecer presionado,0.4978922592055748,esfj
715,Cute,Bonito,0.6703522806566966,esfj
716,@lenkirix No we’re really just proud actually. Don’t ruin the moment 💕,@lenkirix No en realidad solo estamos orgullosos en realidad. No arruines el momento 💕,6.820418212048929e-05,esfj
717,@joonIyricist @atzbtsfilm @Noorandtae Here we go again🙄,@joonIyricist @atzbtsfilm @Noorandtae Aquí vamos de nuevo🙄,0.5137196561679225,esfj
718,@woochancult Are you like 5?,@woochancult ¿Tienes como 5 años?,0.1455268423604378,esfj
719,Fearless is Taylor Swift’s best album,Fearless es el mejor álbum de Taylor Swift,0.9622221165765252,esfj
720,@GODSMENUH Why you gotta lie like that?💀,@GODSMENUH ¿Por qué tienes que mentir así?💀,0.0048268133615577,esfj
721,Honestly it’s so creative to me… it’s like a story. It’s okay to not have taste though 💕,Sinceramente me parece tan creativo... es como un cuento. Aunque está bien no tener gusto 💕.,0.0002080925469529,esfj
722,@spyaired Qrts eating you up. Literally why lie?,@spyaired Qrts comiendote. Literalmente ¿por qué mentir?,0.0213992065001938,esfj
723,@Browngyalmagic @JIMINSPOGOSTICK Read the rest of the tweet💕,@Browngyalmagic @JIMINSPOGOSTICK Leer el resto del tweet💕,0.3077460099590698,esfj
724,"HAPPY YUNHO DAY ❤️

Be With Yunho
#행복이_윤호야_생일축하튜
#GoldenYunhoDay
#ATEEZ #에이티즈 #YUNHO @ATEEZofficial","feliz día de yunho ❤️

Be With Yunho
#feliz_cumpleaños_yunho
#GoldenYunhoDay
#ATEEZ #에이티즈 #YUNHO @ATEEZofficial",0.4991735101937255,esfj
725,Damn the qrts got here quick. Low-key feel like we have a third fandom forming,Maldita sea los qrts llegaron rápido. Siento como si tuviéramos un tercer fandom en formación.,0.0013804116357421,esfj
726,@moonlightgIoss Nah she’s right. Atz got plagiarised 3 times in the last month. So no we won’t “stfu”,"@moonlightgIoss Nah ella tiene razón. A Atz le plagiaron 3 veces en el último mes. Así que no no vamos a ""stfu""",2.2058974574244125e-06,esfj
727,@IIIIIIIllllL_xX @SeonghwaSimp_ @hongjoongspov @xionation So?,@IIIIllllL_xX @SeonghwaSimp_ @hongjoongspov @xionation ¿Y?,0.4978922592055748,esfj
728,@Luvrkiives @4ngeldaisy @Betterlife_07 Okay chill. At the end of the day my point still stands. They’re big,"@Luvrkiives @4ngeldaisy @Betterlife_07 Vale, cálmate. Al final mi punto sigue en pie. Son grandes",0.9493591690046752,esfj
729,"@4ngeldaisy @Betterlife_07 I think it’s more about recognition, status and respect that automatically comes with bi…","@4ngeldaisy @Betterlife_07 Creo que se trata más de reconocimiento, estatus y respeto que automáticamente viene con la bi....",3.591758800257168e-06,esfj
730,@dilfxiu Song name pleassseeee,@dilfxiu Nombre de la canción pleassseeee,0.300502439768933,esfj
731,Lmaooo,Lmaooo,0.4978922592055748,esfj
732,Y’all start tagging @ATEEZofficial please,"Empezad a etiquetar a @ATEEZofficial, por favor.",0.010320231446011,esfj
733,Ateez,Ateez,0.4978922592055748,esfj
734,@ami_atiny Omg same or I wait until there’s a sale.,@ami_atiny Omg igual o espero a que haya rebajas.,0.001256593337487,esfj
735,@swifterslover Tolerate it,@swifterslover Tolerarlo,0.4978922592055748,esfj
736,@yunho_fairy It’s acting up for me too. Somethings up,@yunho_fairy A mí también me está dando problemas. Algo pasa,0.013832326319351,esfj
737,My birthday month yay!,El mes de mi cumpleaños.,0.3192412298399397,esfj
738,@sxcere_ @Jeon_ixxy @khjprecious Clearly you have no taste,@sxcere_ @Jeon_ixxy @khjprecious Claramente no tienes gusto.,0.0127923226363179,esfj
739,Aren’t little mix fans called mixers?,¿No se llaman mezcladores a los pequeños ventiladores de mezcla?,0.0093742218106362,esfj
740,"Joining in with hashtag bc stealing is never okay. Be original 
#JYP_표절논란_해명해 
#JYP_해명해_사과해_인정해 
#JYP_해명해_사과해_인정…","Únete al hashtag bc robar nunca está bien. Sé original
#JYP_plagio_preocupaciones_resueltas
#JYP_해명해_사과해_인정해
#JYP_해명해_사과해_인정...",0.1918876092639163,esfj
741,I hope it turns out good,Espero que salga bien,0.1778853877107426,esfj
742,@atzworshiper @yunho_fairy This,@atzworshiper @yunho_fairy Esto,0.2369710931082333,esfj
743,Not the atussy 😂💀,No el atussy 😂💀,0.3932699186927532,esfj
744,@atiny_multistan Our beloved summer,@atiny_multistan Nuestro querido verano,0.5980259699866493,esfj
745,Shax is literally so privileged,Shax es literalmente tan privilegiado,0.228849648152227,esfj
746,@ilovejo0n @ganbaluna @UrMagical15 @choi_nele So yes you are the bad person,@ilovejo0n @ganbaluna @UrMagical15 @choi_nele Así que sí tú eres la mala persona,1.524843168461776e-05,esfj
747,@ilovejo0n @ganbaluna @UrMagical15 @choi_nele Is called fighting back. Did you think we were just gonna let y’all d…,@ilovejo0n @ganbaluna @UrMagical15 @choi_nele Se llama contraatacar. ¿Pensaste que íbamos a dejar que todos d...,0.0043929802112718,esfj
748,This is my first time hearing of Christmas Tree— is it the one for that kdrama on Netflix?,"Es la primera vez que oigo hablar de Christmas Tree, ¿es el de ese kdrama de Netflix?",0.0006463455038042,esfj
749,"@snowflower_n @thetaeprint A group of 8 members- 1 is exol, another one is a fan of monster x, 1 army and multi. Tf are you talking about?","@snowflower_n @thetaeprint Un grupo de 8 miembros- 1 es exol, otro es fan de monster x, 1 army y multi. Tf de que estas hablando?",4.17828951175068e-06,esfj
750,"Ateez wanted special!!!!!!
@ATEEZofficial #ATEEZ","¡¡¡¡¡¡Se busca Ateez especial!!!!!!
@ATEEZofficial #ATEEZ",0.4541592158576114,esfj
751,I’m convinced that the only people from that fandom that are up our asses are the dumb ones bc ain’t no way,Estoy convencido de que las únicas personas de ese fandom que están en nuestros culos son los tontos bc no es ninguna manera,1.4451171280512838e-06,esfj
752,Can we have a timeline cleanse now,¿Podemos tener una línea de tiempo de limpieza ahora,0.0025390946950705,esfj
753,@Armymaze7 @HONGSMINGKI Tons of likes? Bruh,@Armymaze7 @HONGSMINGKI ¿Toneladas de likes? Bruh,0.4612776830817024,esfj
754,@yeosangsdoe @realhojong Yikes,@yeosangsdoe @realhojong Yikes,0.4978922592055748,esfj
755,Park Seonghwa babe get behind me.💕😭,Park Seonghwa nena ponte detrás de mí.💕😭,0.0876659481047395,esfj
756,"Maybe they want to Seonghwa to paraphrase and reference, on some—
“You are the reason I have come to develop a deep…","Tal vez quieren que Seonghwa parafrasee y haga referencia, en alguna-
""Tú eres la razón por la que he llegado a desarrollar una profunda...",7.862022676955025e-06,esfj
757,@NotBonkyP So hot of us tbh💅🏽,@NotBonkyP Tan caliente de nosotros tbh💅🏽,0.0358431858223058,esfj
758,Maybe the more Kpop twt believes ateez is privileged it will manifest itself and become the truth🕯🕯🕯,Quizás cuanto más twt de Kpop crea que ateez es un privilegiado se manifestará y se convertirá en la verdad🕯🕯🕯,0.023164273439321,esfj
759,It makes you a bad person,Te convierte en una mala persona,0.0001536119883476,esfj
760,Idc what the fight is about but lessening the struggles of someone else just because you struggled “more” / differe…,"No sé de qué va la pelea, pero menospreciar la lucha de otra persona sólo porque tú has luchado ""más"" / difere...",6.627823565800316e-06,esfj
761,Ateez have honestly come so far I’m so proud of them😭,Ateez sinceramente han llegado tan lejos estoy tan orgulloso de ellos😭,0.0001191199685064,esfj
762,@btsofcrows Obviously. Idk much about armytiny but clearly op was happy that both their ults were doing well. Atiny…,@btsofcrows Obviamente. Idk mucho sobre armytiny pero claramente op estaba feliz de que sus dos ults estaban haciendo bien. Atiny...,8.327908706654237e-05,esfj
763,@joonIyricist Don’t insult ateez’s hardwork. Say what you want about Atinys idgaf but Ateez have done nothing but w…,@joonIyricist No insultes el trabajo duro de ateez. Digan lo que quieran de Atinys idgaf pero Ateez no han hecho nada mas que w....,5.526052996576944e-06,esfj
764,"Ateez Bonsang!!! Congrats votinys 🎉
#ATEEZ @ATEEZofficial","¡¡¡Ateez Bonsang!!! Felicidades votinys 🎉
#ATEEZ @ATEEZofficial",0.4978922592055748,esfj
765,Atiny lacks reading comprehension. Some of y’all are being so mean to op for literally no reason damn.,"Atiny carece de comprensión de lectura. Algunos de ustedes están siendo tan malo para op para, literalmente, ninguna razón maldita sea.",6.8806885879379e-05,esfj
766,"Inception/thanxx era. I was voting like hell, and it was my first time too","Era Inception/thanxx. Yo estaba votando como el infierno, y era mi primera vez también",0.1117792051722545,esfj
767,@_mymusictaste Take all the rest you need Mingi❤️,@_mymusictaste Tómate todo el descanso que necesites Mingi❤️,0.8821976269199444,esfj
768,Watch you show up on Ateez reacts to memes on the internet part 2💀,Mira como apareces en Ateez reacciona a los memes en internet parte 2💀,0.4708556518193444,esfj
769,@preciouteez Not sure. Could be about the hi-touch thing where antis were making offensive jokes about ateez being in a zoo,@preciouteez No estoy seguro. Podría ser sobre la cosa hi-touch donde antis estaban haciendo bromas ofensivas sobre ateez estar en un zoológico,0.0029654354437459,esfj
770,And we will never stop defending them. Ateez and Atiny are done with being the punching bags of Stan twt. Antis nee…,Y nunca dejaremos de defenderlos. Ateez y Atiny se han cansado de ser los sacos de boxeo de Stan twt. Antis nee...,0.0005529276016372,esfj
771,Atiny💕,Atiny💕,0.4978922592055748,esfj
772,When I was 14 even 18 year olds seemed old to me so idk about caring so much about what a 14 y/o thinks,"Cuando tenía 14 años, incluso los de 18 me parecían mayores, así que no sé si me importaba lo que pensara alguien de 14 años.",1.4035236844692508e-08,esfj
773,@mykittypaws I love this. Reminds me of my philosophy class😂,@mykittypaws Me encanta esto. Me recuerda a mi clase de filosofía😂,0.5448302172934574,esfj
774,"@WhiteGirlAiNA It’s bc they are😭
We don’t wanna lie💕","@WhiteGirlAiNA Es porque son😭
No queremos mentir💕",0.0655575829169036,esfj
775,Hongjoong holds grudges like nobody’s business,Hongjoong guarda rencor como nadie.,0.0261208956928295,esfj
776,@bIueprintskiz Our main vocal literally leading the industry ❤️✨,@bIueprintskiz Nuestro principal vocal liderando literalmente el sector ❤️✨,0.4101354408493157,esfj
777,@rockjwy Everytime,@rockjwy Siempre,0.6387765042918215,esfj
778,Literally every Ateez song,Literalmente todas las canciones de Ateez,0.5637323341389152,esfj
779,Lmao😂,Lmao😂,0.4978922592055748,esfj
780,@Frrogzzz @emimalher @san_smiling @SANSRlO No one said it was okay. Op is just showing the difference. If you look…,@Frrogzzz @emimalher @san_smiling @SANSRlO Nadie dijo que estuviera bien. Op solo está mostrando la diferencia. Si te fijas...,6.770424097418645e-06,esfj
781,“Ateez is having a concert and they in our business”— literally Atiny twt rn. I promise you we’re not💕,"""Ateez está teniendo un concierto y que en nuestro negocio""- literalmente Atiny twt rn. Te prometo que no somos💕",2.849095731009942e-05,esfj
782,@theleadersz @skzalbi @stayvillesenemy Anyways look how prettyyyyyy,@theleadersz @skzalbi @stayvillesenemy Anyways look how prettyyyyyy,0.4978922592055748,esfj
783,:(,:(,0.4978922592055748,esfj
784,@straykidsstays3 @1024print Nah op is 100% correct. Atz are on a whole other level.,@straykidsstays3 @1024print Nah op es 100% correcto. Atz están a otro nivel.,0.7700210492549379,esfj
785,"@emimalher @san_smiling @SANSRlO Stays were liking the video dragging Jongho, but atiny weren’t liking the one drag…","@emimalher @san_smiling @SANSRlO A Stays le estaba gustando el video arrastrando a Jongho, pero a atiny no le estaba gustando el que arrastra....",0.0011759454594596,esfj
786,@cherry_sas95 @junminaj @soompi I’m pretty sure it’s illegal. Designers can sue.,@cherry_sas95 @junminaj @soompi Estoy bastante seguro de que es ilegal. Los diseñadores pueden demandar.,0.0090596655371237,esfj
787,@ami_atiny Are they okay?,@ami_atiny ¿Están bien?,0.8309267260622788,esfj
788,@ami_atiny Same. I was thinking that maybe it’s bc it was mostly new atiny that went I’m not sure. It could be the audio quality too.,@ami_atiny Igual. Estaba pensando que tal vez es bc era en su mayoría atiny nuevo que fue no estoy seguro. Podría ser la calidad de audio también.,8.639511194557072e-06,esfj
789,@ami_atiny I was just saying—,@ami_atiny Sólo estaba diciendo...,0.0329010990229629,esfj
790,"Ms. Adibah Noor passed away? 

Condolences to arwah’s dearest family members and friends.","¿Ha fallecido la Sra. Adibah Noor?

Condolencias a los familiares y amigos más queridos de Arwah.",0.0747448336955236,esfj
791,"tahu la ko one of the richest people in sarawak, but please the attitude. aku pun manusia gak.","tahu la ko una de las personas más ricas de sarawak, pero por favor la actitud. aku pun manusia gak.",0.0002351806398899,esfj
792,@mirahmahmood AKAN! WAJIB! 🥰🥰,¡@mirahmahmood AKAN! WAJIB! 🥰🥰,0.4978922592055748,esfj
793,"The fact alissa make some time, clear out her schedule just to visit me in Sarawak, well, I should reciprocate also…","El hecho de que Alissa haga algo de tiempo, despeje su agenda sólo para visitarme en Sarawak, bueno, yo también debería corresponderle...",1.3040610686462418e-05,esfj
794,Staying over at my aunt place yesterday. Everyone in the fam woke me up at 8.30am because they think I’m late for w…,Ayer me quedé a dormir en casa de mi tía. Todos en la fam me despertó a las 8.30am porque piensan que llego tarde a w...,0.0007874715926326,esfj
795,🤍My loves🤍,🤍Mis amores🤍,0.4171084832741637,esfj
796,"@nabilahudatahar Praying you will get the job, away from toxic environment and with a better pay! Get the bag gurl🥰","¡@nabilahudatahar Rezando para que consigas el trabajo, lejos del ambiente tóxico y con mejor sueldo! Get the bag gurl🥰",0.9520188569197312,esfj
797,"The most hilarious situation is whenever the driver is making announcement when we reached at a district; 

“Tiao (…","La situación más hilarante es cuando el conductor hace un anuncio cuando llegamos a un distrito;

""Tiao (...",0.0056371378641416,esfj
798,Today probably marked one the most eventful day in my entire adult life. This driver cursed non stop all the way fr…,Hoy probablemente ha sido uno de los días más accidentados de toda mi vida adulta. Este conductor maldijo sin parar todo el...,0.0003023660010527,esfj
799,DC Entertainment: Remove Amber Heard from Aquaman 2 - Sign the Petition! https://t.co/QEI0eZ1xJp via @Change,DC Entertainment: Quita a Amber Heard de Aquaman 2 - ¡Firma la petición! https://t.co/QEI0eZ1xJp via @Change,0.9852423194540464,esfj
800,@FadhlinFadzli Bb u will be in sarawak till when?,@FadhlinFadzli Bb u será en sarawak hasta cuándo?,0.4270368554484106,esfj
801,Kenapa today jam?? like people dah start balik kampung raya ke???,¿Por qué hoy atasco??? como la gente dah empezar balik kampung raya ke????,0.0002388328638807,esfj
802,settling all the agreement within this weekend so that client can execute it  next week &amp; so glad my bossess never…,Liquidar todo el acuerdo dentro de este fin de semana para que el cliente puede ejecutar la próxima semana &amp; tan contento de que mi bossess nunca...,0.0019975854733107,esfj
803,"Bohonglah kalau I say I tak takut hantu, but to be honest I more takut to manusia. Like manusia more hantu most of the time.","Bohonglah kalau I say I takut hantu, but to be honest I more takut to manusia. Como manusia más hantu la mayoría de las veces.",0.4319215586080543,esfj
804,"entahlah. 

legal fees dispute. lol. 

what a long day. super long day for me.","entahlah.

disputa de honorarios legales. lol.

que dia tan largo. super largo para mi.",0.2687542728787288,esfj
805,@meoemwowemeow replying to this question after I get the keratan akbar. I can’t remember and recall about that. It…,@meoemwowemeow responder a esta pregunta después de conseguir el keratan akbar. No puedo recordar y recordar sobre eso. Es...,0.0014694147199369,esfj
806,"“I will call you back after my sekolah petang. Talk to you soon, Carol.”

The next thing I knew, she never call me…","""Te llamaré después de mi sekolah petang. Hablamos pronto, Carol.""

Lo siguiente que supe, es que nunca me llamó...",7.049743588255811e-07,esfj
807,"@ishraf_hakim Nah, to the ex boss may her/his soul find the peace.","@ishraf_hakim Nah, al ex jefe que su alma encuentre la paz.",0.0249353691834211,esfj
808,"But tbh, workload tu, boleh kot dah share dengan orang lain. Finger cross new staff joining soon😭😭😭","But tbh, workload tu, boleh kot dah share dengan orang lain. Crucemos los dedos para que pronto se incorpore nuevo personal😭😭😭😭😭😭😭😭😭.",0.0520979436671047,esfj
809,"Bruh, I didn’t expect my boss to even apologise to me. People usually throw things at my face &amp; command me to just…","Bruh, no esperaba que mi jefe ni siquiera se disculpara conmigo. La gente suele tirarme las cosas a la cara &amp; ordenarme que simplemente...",2.7417738847739126e-10,esfj
810,I was called in to the meeting room with the BOD &amp;  given advance notice on what to expect in the upcoming 3 months…,Me llamaron a la sala de reuniones con el BOD &amp; me avisaron con antelación de lo que me esperaba en los próximos 3 meses...,0.0091776267793551,esfj
811,"Apa susah, admit jer la datang from rich family background😂 like settle.","Apa susah, admit jer la datang from rich family background😂 like settle.",0.4497406693020771,esfj
812,Selamat Hari Ramadhan to you all! :) Hope it will be a good one.,¡Selamat Hari Ramadhan a todos! :) Espero que sea bueno.,0.0849059636374179,esfj
813,YASSSSSSS MY FAVVV🥰🥰🥰🥲,YASSSSSSS MI FAVVV🥰🥰🥰🥲,0.3672829101996748,esfj
814,"so, any netizen spam email/call kat dia ke?","entonces, ¿algún internauta spam email/llamada kat dia ke?",0.0017193091370171,esfj
815,"Client went from Ms. Caroline to Carol and by the 16th email, he decided to just call me Karol. Apa ni. 

Masa call…","El cliente pasó de Sra. Caroline a Carol y en el 16º correo electrónico decidió llamarme simplemente Karol. Apa ni.

Masa call...",1.2383647012153791e-06,esfj
816,Ssup UiTM. Another scandal. lol. What’s new?,Ssup UiTM. Otro escándalo. lol. ¿Qué hay de nuevo?,0.2501348464568396,esfj
817,HAPPY BIRTHDAY TO MY DEAREST LISA #BLACKPINK #LISA 🥰💛,FELIZ CUMPLEAÑOS A MI QUERIDA LISA #BLACKPINK #LISA 🥰💛,0.641329938963886,esfj
818,"Attended my first social event after 2 years. Wow. Plus, something related to my career pula tu😂 free food, free drinks 🍺","Asistí a mi primer evento social después de 2 años. Wow. Además, algo relacionado con mi carrera pula tu😂 comida gratis, bebidas gratis 🍺.",3.815311832886032e-05,esfj
819,@kong_daryl Noooooo pls no,@kong_daryl Noooooo pls no,0.0736401149528525,esfj
820,"a sudah. orang di office start dapat covid positive. a sudah. 

dahlah last week I baru balik from signing and client positive..","a sudah. orang di office start dapat covid positive. a sudah.

dahlah la semana pasada me baru balik de firmar y cliente positivo ..",0.0006483915796744,esfj
821,meeting my brother hehe,conocer a mi hermano jeje,0.4953539294709514,esfj
822,i really hate this week.,Realmente odio esta semana.,0.4047204368309543,esfj
823,"attend client signing. 

few minutes later I was informed the wife is positive. 

so aku ni dikira close contact ke.","asistir a la firma del cliente.

Unos minutos más tarde me informaron de que la esposa es positiva.

así que aku ni dikira close contact ke.",1.6195591968026941e-07,esfj
824,Whatever fuq it. You guys are like minion.,Como sea. Ustedes son como minion.,0.2797112486287441,esfj
825,@moldysouffle Flash back from all those memory😂,@moldysouffle Flash back de todos esos memory😂,0.3142243014151796,esfj
826,finally back home. lol🤣 sangat productive yerp this last two weeks. Trying to be “THAT GIRL”,"finalmente de vuelta a casa. lol🤣 sangat productiva yerp estas dos últimas semanas. Tratando de ser ""ESA CHICA""",5.341721684142044e-06,esfj
827,"bila i nak balik rumah, and i tak suka drive malam-malam😭","cuando quiero volver a casa, y no me gusta conducir de noche😭",0.0083163952754989,esfj
828,"hujan lebat since 3.30pm at kuching and now im stranded at aunty’s place. :( minyak tak isi lagi, angin tayar also. AAAAAAAAAAH","hujan lebat since 3.30pm at kuching and now im stranded at aunty's place. :( minyak tak isi lagi, angin tayar also. AAAAAAAAAAH",0.4978922592055748,esfj
829,hehe hang out with my brother today. cooked some herb ginseng also for him🥰 wish my other siblings also here,jeje pasar el rato con mi hermano hoy. cocinado algunos ginseng hierba también para him🥰 deseo que mis otros hermanos también aquí,0.0119283132788464,esfj
830,"Knowledge is power kawan-kawan. 

Urgh, the urge to quickly to pick up things and not to diperlekehkan just because…","El conocimiento es poder kawan-kawan.

Urgh, el impulso de forma rápida para recoger las cosas y no diperlekehkan sólo porque...",0.0036892809600641,esfj
831,meeting my beloved brother tomorrow!!!! nak pergi muzium with adik,encuentro con mi querido hermano mañana!!!! nak pergi muzium con adik,0.2558732501109432,esfj
832,"on a side note, i don’t have the energy to socialise on weekend. I just want to stay in my room, read my books and watch netflix.","Por otro lado, no tengo energía para socializar los fines de semana. Sólo quiero quedarme en mi habitación, leer mis libros y ver Netflix.",0.0254592694648868,esfj
833,Dad asked me to go socialise whenever I can so that I dont just stay in my room and think about work. He suggested…,Papá me ha pedido que haga vida social siempre que pueda para no quedarme en mi habitación pensando en el trabajo. Me sugirió...,3.58094749640219e-05,esfj
834,Lol. Should’ve separate work number and personal. brb kena beli another phone,Lol. Should've separate work number and personal. brb kena beli another phone,0.5048461863661442,esfj
835,"super grateful to my momma for applying and installing wifi at my new home without me knowing. I’ve to pay for it but still, wifi is a must😭","super agradecida a mi mama por solicitar e instalar wifi en mi nueva casa sin yo saberlo. Tengo que pagar por ello, pero aún así, wifi es un must😭.",4.027229787509993e-06,esfj
836,EEEEEEE TANTEKNYERRRR,EEEEEEEEE AUNTKNYERRRR,0.4978922592055748,esfj
837,pagi pagi dah driving to court dah nampak mayat. oh my lord. kasihan nyer.,"Conduciendo hacia el juzgado por la mañana, vi un cadáver. Oh, Dios mío. Pobrecito.",0.011701830206948,esfj
838,"end up I drive back to the town and waiting for aunt &amp; husband to come pick me up😂 Two hours to Lundu, my brother said I drive too slow😂","terminar conduzco de vuelta a la ciudad y esperando tía &amp; marido para venir a recogerme😂 Dos horas a Lundu, mi hermano dijo que conduzco demasiado lento😂.",2.482884924880771e-06,esfj
839,Just get scolded by my dad’s youngest sister for forgetting her house location. I drove for almost two hours confid…,Me regañó la hermana menor de mi padre por olvidar la ubicación de su casa. Conduje durante casi dos horas confid...,0.1568571897489536,esfj
840,@FDhassan07 Deeeee! Omg! 😭😭 Get well soon pretty💜,@FDhassan07 ¡Deeee! Omg!!!😭😭 Recupérate pronto guapa💜,0.5948913905704724,esfj
841,celebrating chap goh mei with aunty’s family. Drove almost 1 hour to her place and another hour bck to my home. It…,celebrando chap goh mei con la familia de mi tía. Conduje casi 1 hora a su casa y otra hora de vuelta a mi casa. Es...,0.000828580104217,esfj
842,"bahagia hidup. Balik rumah dinner dah ready, baju dah dilipat, dah disidai, rumah bersih. The only thing left for m…","vida feliz. De vuelta a casa, la cena está lista, la ropa doblada, la cama tendida y la casa limpia. Lo único que me queda...",0.0128700589465763,esfj
843,@JuliusRaphael96 Speedy recover Juls! So sorry to hear about this! Yes its normal to pee a lot but most of the time…,"@JuliusRaphael96 ¡Rápida recuperación Juls! ¡Lo siento mucho! Sí, es normal orinar mucho, pero la mayoría de las veces...",0.0001064417687573,esfj
844,"the fact my cousin put sooo much faith in my driving. 

She’s offering me to drive her car, to be exact “If you fee…","el hecho de que mi primo pusiera tanta fe en mi forma de conducir.

Ella me está ofreciendo para conducir su coche, para ser exactos ""Si usted fee...",8.797750623439204e-06,esfj
845,I want to add a couch in my new room.,Quiero añadir un sofá en mi nueva habitación.,0.1248508258788065,esfj
846,"best nyer balik rumah dah ada orang masak, cuci baju for me😭😭😭","mejor nyer volver a casa dah hay gente cocinar, lavar la ropa para mí😭😭😭😭",0.1008993923042995,esfj
847,💞,💞,0.4978922592055748,esfj
848,"Apa benda 2 years old child watching youtube at 4am. ITS EFFING 4AM. 

PISSED OFF NYER DENGAN IRRESPONSIBLE PARENT!…","Apa benda 2 años de edad niño viendo youtube a las 4 am. SUS 4AM EFFING.

PISSED OFF NYER DENGAN IRRESPONSABLE PARENT!...",0.0090413284445808,esfj
849,"I can’t wait for morning to come so that I can continue with my room renovation.

I don’t like living at relative h…","Estoy deseando que llegue la mañana para poder continuar con la renovación de mi habitación.

No me gusta vivir en casa de un pariente...",0.001923450446022,esfj
850,Yassssssssss,Yassssssssssss,0.4978922592055748,esfj
851,"Remember when you are in any level of education, your teacher or lecturer will mark your essay as “???” if the sent…","Recuerde que en cualquier nivel educativo, su profesor o conferenciante calificará su redacción como ""..."" si la envía...",0.0140858568009553,esfj
852,Will order his book once it’s available in book depository 💜 or any book website yang i selalu go,Ordenará su libro una vez que esté disponible en book depository 💜 o cualquier sitio web de libros yang i selalu ir,0.0016406939763563,esfj
