,text,label,translation
506,ok anyways goodnight oomfs see you tmrw🌙⭐️,estj,ok de todos modos buenas noches oomfs nos vemos tmrw🌙⭐️
507,jack antonoff spilled with this one ngl,estj,jack antonoff derramado con este ngl
508,soooo much taylor content coming this weekend i can’t wait,estj,tanto contenido taylor viene este fin de semana no puedo esperar
509,still bitter that i’m missing out on the solar power tour because lorde is playing in my home state less than a wee…,estj,me siento muy mal por no poder participar en el solar power tour porque Lorde va a tocar en mi estado a menos de un...
510,@makingmewantu @taylorswift13 wait that’s crazy… me too…,estj,@makingmewantu @taylorswift13 espera eso es una locura ... yo también ...
511,@taylorsseagull she 100% does,estj,@taylorsseagull ella 100% lo hace
512,@casualliecruel yeah i love 1989!,estj,"@casualliecruel ¡Sí, me encanta 1989!"
513,on repeat today,estj,repetido hoy
514,good morning!! hope everyone has a great thursday it’s almost the weekend!!,estj,buenos dias!!! espero que todos tengan un buen jueves ya casi es fin de semana!!!
515,good night bffs i love you all!💞💞💞,estj,¡buenas noches bffs os quiero a todos!💞💞💞
516,i want my 1989 hoodie to ship🙏🏼🙏🏼🙏🏼,estj,quiero mi sudadera con capucha de 1989 en ship🙏🏼🙏🏼🙏🏼
517,@DanaBrigoli @reyhannswift13 @_longLIV @Claster143TS @MeredithIsMyBae @ash2thistaylor @fancysnaake @repsgrammy…,estj,@DanaBrigoli @reyhannswift13 @_longLIV @Claster143TS @MeredithIsMyBae @ash2thistaylor @fancysnaake @repsgrammy...
518,@tayssweetestcon AHHHHHH POST PICS,estj,@tayssweetestcon AHHHHHH POSTAR FOTOS
519,@TisTheDamnPhD and commented on 2🥺,estj,@TisTheDamnPhD y comentó en 2🥺
520,@heyypay oh shit that was you! why didn’t you stop and say hi!,estj,@heyypay ¡oh mierda eras tú! ¡por qué no te paraste a saludar!
521,a TOUR?,estj,y TOUR?
522,@TisTheDamnPhD,estj,@TisTheDamnPhD
523,as they should!,estj,como es debido.
524,someone just drove down my street and they were playing don’t blame me so loud i heard it in my bedroom,estj,alguien acaba de pasar por mi calle y estaban tocando don't blame me tan fuerte que lo oí en mi habitación.
525,@tayssweetestcon @lorde i loooooove the top omg!!,estj,¡¡¡@tayssweetestcon @lorde me encanta el top omg!!!
526,good morning oomfs,estj,buenos días oomfs
527,@dyedkeelingreen HAPPY BIRTHDAY BAE i love you and i hope your day is amazing,estj,@dyedkeelingreen FELIZ CUMPLEAÑOS BAE te quiero y espero que tu día sea increíble
528,@TisTheDamnPhD @taylorswift13 same 🥲,estj,@TisTheDamnPhD @taylorswift13 igual 🥲
529,hiii @taylorswift13 i love u i hope you’re having a good night,estj,hiii @taylorswift13 i love u i hope you're having a good night
530,@decembersOurss i would have too🥲🥲🥲🥲🥲🥲🥲,estj,@decembersOurss yo también lo habría hecho🥲🥲🥲🥲🥲🥲🥲
531,@decembersOurss do you know. how jealous. i am.,estj,@decembersOurss ¿sabes. lo celoso. que estoy.
532,@decembersOurss YOU GOT TO SEE THAT LIVE,estj,@decembersOurss TIENES QUE VER ESO EN VIVO
533,@hiss_swift_hiss omg yes i want my 1989 hoodie!!,estj,¡¡@hiss_swift_hiss omg si quiero mi sudadera de 1989!!
534,@miloverdramatic @TisTheDamnPhD i spent my summers on martha’s vineyard when i was younger and these pics have me soooo nostalgic 🥲,estj,@miloverdramatic @TisTheDamnPhD pasé mis veranos en martha's vineyard cuando era más joven y estas fotos me tienen taaaan nostálgica 🥲
535,@decembersOurss omg yes? do it,estj,@decembersOurss omg ¿si? hazlo
536,@makingmewantu gooood morning sunshine!!!!,estj,¡¡¡¡@makingmewantu gooood morning sunshine!!!!
537,today is definitely a red (taylor’s version) kind of day,estj,hoy es definitivamente un dia rojo (version de taylor)
538,@casualliecruel this is so true of you,estj,@casualliecruel esto es tan cierto de ti
539,@TisTheDamnPhD in new england we have a mixture of colonial houses (the ones that are completely flat on the front…,estj,@TisTheDamnPhD en nueva inglaterra tenemos una mezcla de casas coloniales (las que son completamente planas en la fachada....
540,goooood morning everyone!!☀️🥰💖❤️ have an awesome tuesday,estj,goooood morning everyone!!☀️🥰💖❤️ tener un martes impresionante
541,@TisTheDamnPhD thank you queen🥰,estj,@TisTheDamnPhD gracias reina🥰
542,@aIexscardigan thank u thank u :))))),estj,@aIexscardigan gracias gracias :)))))
543,cooked shrimp with pesto couscous and tomatoes for dinner tonight👩🏻‍🍳,estj,gambas cocidas con cuscús al pesto y tomates para cenar tonight👩🏻‍🍳
544,@marveIoustayIor slay!!,estj,¡¡@marveIoustayIor slay!!
545,@marveIoustayIor THE NOSE RING,estj,@marveIoustayIor EL ANILLO DE LA NARIZ
546,ooooh i like this actually https://t.co/VTheIxObsv,estj,ooooh me gusta esto en realidad https://t.co/VTheIxObsv
547,good morning tl! it’s gonna be a great week i can feel it🧘‍♀️ hope your monday is fabulous,estj,buenos días tl! va a ser una gran semana puedo sentir it🧘‍♀️ espero que tu lunes sea fabuloso
548,@kaylamhatfield5 LOL that’s my tick tick boom phase,estj,@kaylamhatfield5 LOL esa es mi fase tick tick boom
549,goodnight oomfs sleep well &lt;3,estj,buenas noches oomfs dormir bien &lt;3
550,don’t ask how the disney piano thing got there because honestly i couldn’t tell you,estj,no preguntes como llego ahi lo del piano disney porque sinceramente no sabria decirte
551,i sure do love taylor swift,estj,me encanta taylor swift
552,@dazzlingandja i blasted solar power through my headphones while riding my bike through the park on a sunny day!,estj,@dazzlingandja ¡hice sonar la energía solar a través de mis auriculares mientras paseaba en bicicleta por el parque en un día soleado!
553,true serotonin is blasting solar power at an unsafe volume through headphones while riding your bike through the park on a sunny warm day,estj,la verdadera serotonina es emitir energía solar a un volumen inseguro a través de los auriculares mientras paseas en bicicleta por el parque en un día soleado y cálido
554,@illicitolerate hi molly,estj,@illicitolerate hola molly
555,@TisTheDamnPhD the stadium tour or is there an actual movie called reputation,estj,@TisTheDamnPhD la gira del estadio o hay una película real llamada reputación
556,@cowboylikeaj period thanks,estj,@cowboylikeaj punto gracias
557,@cowboylikeaj what streaming is it on,estj,@cowboylikeaj que streaming es en
558,@cowboylikeaj i’ve seen that and i enjoy it,estj,@cowboylikeaj he visto eso y lo disfruto
559,someone give me a movie recommendation to watch tonight,estj,que alguien me recomiende una película para ver esta noche
560,i just know that there are some gems hiding in the speak now vault… let us in @taylorswift13,estj,solo se que hay algunas joyas escondidas en la bóveda de speak now... dejanos entrar @taylorswift13
561,@taylorstoebeans @taylorswift13 YES PLEASE,estj,@taylorstoebeans @taylorswift13 YES PLEASE
562,thinking about all the new pictures and videos of taylor that we’re getting in a week,estj,pensando en todas las nuevas fotos y videos de taylor que tendremos en una semana
563,goood morning everyone happy saturday!☀️,estj,buenos dias a todos feliz sabado! ☀️
564,some!times!i!won!der!when!you!sleep! are!you!e!ver!dream!ing!of!me,estj,A veces me pregunto si cuando duermes sueñas conmigo.
565,sometimes i forget how much i love folklore and then i listen to it again. truly a perfect album,estj,a veces me olvido de lo mucho que me gusta folklore y entonces vuelvo a escucharlo. realmente un album perfecto
566,@casualliecruel 😌😌😌,estj,@casualliecruel 😌😌😌😌
567,@TisTheDamnPhD this deserved more attention a year ago,estj,@TisTheDamnPhD esto merecía más atención hace un año
568,@makingmewantu gooooood morning!!!!,estj,¡¡¡¡@makingmewantu buenos días!!!!
569,@TisTheDamnPhD you too!!!,estj,@TisTheDamnPhD ¡¡¡Tú también!!!
570,@taylorsseagull congrats queen!,estj,@taylorsseagull ¡Felicidades reina!
571,@miloverdramatic you are my favorite🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼 i appreciate it,estj,@miloverdramatic eres mi favorite🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼 te lo agradezco
572,"goodnight everyone, i love u all sweet dreams",estj,"buenas noches a todos, os quiero a todos dulces sueños"
573,@TisTheDamnPhD SLAY,estj,@TisTheDamnPhD SLAY
574,@TisTheDamnPhD do it! it makes for a great icebreaker tbh,estj,@TisTheDamnPhD ¡hazlo! es una buena manera de romper el hielo.
575,making my zoom background the reputation stadium tour to feel something,estj,haciendo que mi zoom de fondo la reputación estadio gira a sentir algo
576,@fearoffallin oh my god pip is the CUTEST!!!!,estj,¡¡¡¡@fearoffallin oh mi dios pip es el CUTEST!!!!
577,@thealIknower this is super nice of you!,estj,@thealIknower ¡es muy amable de tu parte!
578,everyone say hi to wrigley,estj,todos a saludar a wrigley
579,i want carolina ASAP every new snippet makes me more excited,estj,quiero carolina lo antes posible cada nuevo fragmento me hace más emocionado
580,@whereyouleftmir awww omg happy one year!,estj,¡@whereyouleftmir awww omg feliz un año!
581,today is a wonderful day,estj,hoy es un día maravilloso
582,happy pride month to all my favorite gay ppl (the ones on this app) love u guys,estj,feliz mes del orgullo a todos mis gays favoritos (los de esta aplicación) os quiero chicos
583,@illicitolerate omg i love this,estj,@illicitolerate omg me encanta esto
584,@makingmewantu every day,estj,@makingmewantu todos los días
585,okay top gun was really good,estj,ok top gun fue realmente bueno
586,@decembersOurss @taylornation13 🙏🏼 thank you for your help here,estj,@decembersOurss @taylornation13 🙏🏼 gracias por su ayuda aquí
587,@taylornation13 i live near ny where’s my invite,estj,@taylornation13 vivo cerca de ny donde esta mi invitacion
588,@illicitolerate @taylorswift13 💖💗💓,estj,@illicitolerate @taylorswift13 💖💗💓
589,@illicitolerate @taylorswift13 proud of u molly,estj,@illicitolerate @taylorswift13 orgullosa de ti molly
590,oh don’t tempt me,estj,oh no me tientes
591,lunch🦞🐚🌊,estj,almuerzo🦞🐚🌊
592,@SWlFTHAIM WELCOME BACK,estj,@SWlFTHAIM BIENVENIDO DE NUEVO
593,@elovesswifthaim @SWlFTHAIM ELOISE NOOOOOO,estj,@elovesswifthaim @SWlFTHAIM ELOISE NOOOOOO
594,@TisTheDamnPhD i agree,estj,@TisTheDamnPhD estoy de acuerdo
595,@decembersOurss omgggg,estj,@decembersOurss omgggg
596,growing up in the shadow of sandy hook (i was in sixth grade when it happened at a school about 30 minutes from new…,estj,crecer a la sombra de sandy hook (estaba en sexto curso cuando ocurrió en un colegio a unos 30 minutos de nueva...
597,@lwtsigns @taylorswift13 im sure you meant well but this is incredibly sensitive for a lot of people- you may wanna delete this,estj,"@lwtsigns @taylorswift13 estoy seguro de que tu intención era buena, pero esto es muy delicado para mucha gente, tal vez quieras borrarlo."
598,"@taylorswift13 love you for speaking out about this, your words are so appreciated &lt;3 thank you",estj,"@taylorswift13 me encantas por hablar de esto, tus palabras son muy apreciadas &lt;3 gracias"
599,"@makingmewantu 7, 9 :)",estj,"@makingmewantu 7, 9 :)"
600,@TisTheDamnPhD and it’s in FINE ARTS i think she’s earned it given how accomplished she is,estj,@TisTheDamnPhD y es en BELLAS ARTES creo que se lo ha ganado dado lo consumada que es
601,miss you @jackantonoff,estj,te echo de menos @jackantonoff
602,when how dare you want more starts playing at the restaurant i’m at &gt;&gt;&gt;&gt;,estj,"cuando ""how dare you want more"" empieza a sonar en el restaurante en el que estoy"
603,@hatterbees hi! i’m interested in the ticket,estj,@hatterbees hola! estoy interesado en el billete
604,hi friends i’m still looking for a tribeca ticket if anyone has one and can’t use it!!!!!,estj,¡¡¡¡¡hola amigos sigo buscando una entrada para tribeca si alguien tiene una y no puede usarla!!!!!
605,just went out for coffee and saw one of my old teachers and he didn’t remember me dhmu,estj,acabo de salir a tomar un café y vi a uno de mis antiguos profesores y no me recordaba dhmu
606,@taymyepiphany good advice thank u🫡,estj,@taymyepiphany buen consejo gracias🫡
607,@TisTheDamnPhD i’m gonna claim that as my job,estj,@TisTheDamnPhD voy a reclamar que como mi trabajo
608,"@wiIIowr LMFAO you’re not wrong, my mom’s boss’ family invited us and she wants to make a good imores soon bc it’s a new job",estj,"@wiIIowr LMFAO no te equivocas, la familia del jefe de mi mamá nos invitó y quiere hacer un buen imores pronto bc es un trabajo nuevo"
609,my parents are making me go golfing with them today??? i’ve never golfed ever???????,estj,mis padres me hacen ir a jugar al golf con ellos hoy??? nunca he jugado al golf???????
610,haven’t plugged my priv in a while go request @luvifitstorture if you want 🤠,estj,hace tiempo que no enchufo mi priv vete a pedir @luvifitstorture si quieres 🤠
611,@miloverdramatic @taylorswift13 @taylornation13 WAIT YOU GO TO WESLEYAN?? one of my best friends from hs goes there…,estj,@miloverdramatic @taylorswift13 @taylornation13 WAIT YOU GO TO WESLEYAN?? one of my best friends from hs goes there...
612,just went for a bike ride everyone cheer,estj,acabo de salir a dar un paseo en bici animaros todos
613,goodnight oomfs i love you all and if you got noticed today i’m super happy for you!!,estj,¡¡¡buenas noches oomfs os quiero a todos y si os han llamado la atención hoy me alegro mucho por vosotros!!!
614,"@julialmostdo congratulations on making it through high school!!! you should be so proud of yourself, just like i k…",estj,"@julialmostdo felicidades por haber superado el bachillerato!!! deberías estar muy orgullosa de ti misma, al igual que yo k...."
615,@shurider17 it would mean the world :),estj,@shurider17 significaría el mundo :)
616,@shurider17 looking for a code if anyone happens to have one!,estj,@shurider17 ¡buscando un código si alguien tiene uno!
617,@TisTheDamnPhD HAPPY BIRTHDAY MOM!!!!!,estj,¡¡¡¡¡@TisTheDamnPhD FELIZ CUMPLEAÑOS MOM!!!!!
618,@NEVERASAlNT the way i truly thought everyone on my timeline was watching matilda for some reason it was not clicking for me,estj,@NEVERASAlNT la forma en que realmente pensaba que todo el mundo en mi línea de tiempo estaba viendo matilda por alguna razón no estaba haciendo clic para mí
619,OR anyone with a code they don’t need/can’t use… i’m determined to get into this thing,estj,O cualquiera que tenga un código que no necesite/no pueda usar... estoy decidido a entrar en esto
620,@julialmostdo @aIexscardigan @onthechevynoor this is so cute :’),estj,@julialmostdo @aIexscardigan @onthechevynoor esto es tan lindo :')
621,"i’m being so serious btw if anyone is selling, send me the info",estj,"estoy siendo tan serio btw si alguien está vendiendo, envíeme la información"
622,@swiftatlast are you still selling?,estj,@swiftatlast ¿sigues vendiendo?
623,someone sell me a ticket this is me begging,estj,que alguien me venda una entrada este soy yo suplicando
624,i wish i was going to the tribeca thing i’m so close to new york i could make it work too,estj,me gustaria ir a lo de tribeca estoy tan cerca de nueva york podria ir tambien
625,"#JapaChronicles

https://t.co/eiYcUSwRQ4",estj,"#JapaChronicles

https://t.co/eiYcUSwRQ4"
626,@TundeTASH Close 😂,estj,@TundeTASH Cerrar 😂
627,@Youngswag211 @Jhadjay @WatcherGuru @elonmusk Even whales at some point need to sell to make money 😊,estj,@Youngswag211 @Jhadjay @WatcherGuru @elonmusk Hasta las ballenas en algún momento necesitan vender para ganar dinero 😊
628,"@Youngswag211 @Jhadjay @WatcherGuru @elonmusk First time Lossing money's on crypto huh, do not worry you'll yet to…",estj,"@Youngswag211 @Jhadjay @WatcherGuru @elonmusk Primera vez perder dinero en cripto eh, no se preocupe usted todavía a..."
629,@Ethenkennedy @muluse0 They have the money but they give themselves huge salaries and the minister pointed it out.,estj,@Ethenkennedy @muluse0 Tienen el dinero pero se dan sueldos enormes y el ministro lo señaló.
630,"@thepiscesgirl14 I guarantee you'll see some progress if you stay disciplined.
If you are having difficulty identif…",estj,"@thepiscesgirl14 Te garantizo que verás algún progreso si te mantienes disciplinada.
Si tienes dificultades para identificar..."
631,"@thepiscesgirl14 Try it out.

Aim to go three days without biting your nails; if you fail before the third day, you…",estj,"@thepiscesgirl14 Pruébalo.

Ponte como objetivo estar tres días sin morderte las uñas; si fallas antes del tercer día, te..."
632,Kaizen economist's do not realize they are taxing Zambian businesses to death.,estj,Los economistas de Kaizen no se dan cuenta de que están matando a impuestos a las empresas zambianas.
633,I know this too well 🤣,estj,Lo sé demasiado bien 🤣
634,"@JJExclusive1 @2022AFRICA They make money on referral commissions [ IB] &amp; selling courses.
I do not think they are…",estj,"@JJExclusive1 @2022AFRICA Ganan dinero con comisiones por referidos [ IB] &amp; vendiendo cursos.
No creo que sean..."
635,"Be curious ! 

We've passed up opportunities because we believed that if something sounds too good to be true, it probably is not.",estj,"Sea curioso.

Hemos dejado pasar oportunidades porque creíamos que si algo suena demasiado bien para ser verdad, probablemente no lo sea."
636,Internet explorer had only one purpose ; to download chrome 😂,estj,Internet explorer solo tenía un propósito ; descargar chrome 😂
637,"@_falsi1ke Ada, my girls is what I use. She compares your symptoms to those of others, as well as the problems they…",estj,"@_falsi1ke Ada, mis niñas es lo que yo uso. Ella compara tus síntomas con los de los demás, así como los problemas que..."
638,Everything reproduces after its kind. Being God's child makes me a god.,estj,Todo se reproduce según su especie. Ser hijo de Dios me convierte en un dios.
639,The line between giving up and wasting time is thin.,estj,La línea entre rendirse y perder el tiempo es delgada.
640,"Bad move decentralizing your colleteral, all they can do now is add more to avoid liquidation. Catching burning coa…",estj,"Mala jugada descentralizar tu colleteral, lo único que pueden hacer ahora es añadir más para evitar la liquidación. Coger coa quema..."
641,"Hide your PNL and you'll be able to better manage your trades
#tradingpsychology",estj,"Oculta tu PNL y podrás gestionar mejor tus operaciones
#tradingpsychology"
642,@Word_Roc Yes I can but I would rather not.,estj,@Word_Roc Sí puedo pero prefiero no hacerlo.
643,@Miss_Mwaape 🙋🏿‍♂️,estj,@Miss_Mwaape 🙋🏿‍♂️
644,"@nsaaaaaaaT The pentecostals over do everything, marriage at 6 months counseling, baptism ati 3 months foundation class 😂",estj,"@nsaaaaaaaT Los pentecostales hacen de más en todo, matrimonio a los 6 meses consejería, bautismo ati 3 meses clase de fundamentos 😂"
645,"@FMwenge @Kauswe3 I remember this hashtag 
#Lintonlies😂",estj,"@FMwenge @Kauswe3 Recuerdo este hashtag
#Lintonlies😂"
646,@MissNamwaba I enjoy a good read and a good movie,estj,@MissNamwaba Disfruto de una buena lectura y una buena película
647,"What is the best book on game theory? 
#GameTheory",estj,"¿Cuál es el mejor libro sobre teoría de juegos?
#GameTheory"
648,"@PhillipTembo THANK YOUUU 😊.
Informative content.",estj,"@PhillipTembo GRACIASUU 😊.
Contenido informativo."
649,"Top thread on global money Tweeter 🎯🔥

Follow him.",estj,"Tema principal sobre el dinero mundial Tweeter 🎯🔥

Síguelo"
650,@taongasakala Dumi is radical huh,estj,@taongasakala Dumi es radical huh
651,"Could it be that, like Job, God has removed his protection from you allowing Satan to wreck havoc in your life but…",estj,"¿Podría ser que, como Job, Dios haya retirado su protección de ti permitiendo que Satanás haga estragos en tu vida pero...?"
652,"Don't get me wrong, prayer and fasting are usually the best solutions, but in the book of Job, God removes his hedg…",estj,"No me malinterpretes, la oración y el ayuno suelen ser las mejores soluciones, pero en el libro de Job, Dios le quita el hedg..."
653,"Have you fasted and prayed, but nothing has changed despite your faithfulness to the word?

I recently came across…",estj,"¿Has ayunado y rezado, pero nada ha cambiado a pesar de tu fidelidad a la palabra?

Hace poco me encontré con..."
654,"@WaluuK Yes, it is your prerogative. Some ""friendships"" are draining",estj,"@WaluuK Sí, es tu prerrogativa. Algunas ""amistades"" son agotadoras"
655,"@WaluuK You can talk about it or you can simply start avoiding the person. 
I talk about things with someone I genu…",estj,"@WaluuK Puedes hablarlo o simplemente empezar a evitar a esa persona.
Yo hablo de cosas con alguien que genuinamente..."
656,@ChilesheEdwards I love this! I love it 😂,estj,@ChilesheEdwards ¡Me encanta esto! Me encanta 😂
657,@I_Am_The_ICT No! Draw on liquidity is your bias and your target. Your trade doesn't have to reach target for you t…,estj,@I_Am_The_ICT ¡No! Dibujar en la liquidez es su sesgo y su objetivo. Su comercio no tiene que alcanzar el objetivo para que t...
658,"@tatamotorsZM @Slick_ZM Well deserved, congratulations 👏",estj,"@tatamotorsZM @Slick_ZM Muy merecido, enhorabuena 👏"
659,"@I_Am_The_ICT I deposit paper money to equivalent to the actual amount I intend to deposit, then practice.",estj,"@I_Am_The_ICT Deposito papel moneda a equivalente a la cantidad real que pretendo depositar, luego practico."
660,@crizjordanteti @guideforlovers People &amp; qouting random % 😂,estj,@crizjordanteti @guideforlovers Gente &amp; qouting random % 😂
661,"@TeamMakeSure Bwana ndimwe, I won't 😊",estj,"@TeamMakeSure Bwana ndimwe, no lo haré 😊"
662,@I_Am_The_ICT It's inevitable for others to drop when you've too many in a space. It also happens in meme 🤡 spaces 😂,estj,@I_Am_The_ICT Es inevitable que los demás caigan cuando tienes demasiados en un espacio. También pasa en los espacios de memes 🤡 😂.
663,"@VivTembo @helen_mphande Sorry, that was a bad experience.
Women in labor should never have to go through that.",estj,"@VivTembo @helen_mphande Lo siento, fue una mala experiencia.
Las parturientas nunca deberían pasar por eso."
664,"Don't be discouraged, time will remember the sacrifices you're making now.",estj,"No te desanimes, el tiempo recordará los sacrificios que estás haciendo ahora."
665,@LusunguMhlanga 😂,estj,@LusunguMhlanga 😂
666,"@TeamMakeSure I was like this man, c'mon! have your priorities right. 🛰️! we surely have more pressing matters than a weather 🛰️",estj,"@TeamMakeSure Yo estaba así hombre, ¡vamos! ten tus prioridades bien. 🛰️! seguro que tenemos asuntos más urgentes que un tiempo 🛰️"
667,@LusunguMhlanga Thought azapezamu tu ⛽,estj,@LusunguMhlanga Pensamiento azapezamu tu ⛽
668,"@Chanda_48464 Finding a Job in Zambia has
become insanely difficult.",estj,"@Chanda_48464 Encontrar trabajo en Zambia se ha vuelto
se ha vuelto increíblemente difícil."
669,"@Theresa0369 That's a moving target 🎯 for me, the only constant is a daily dose of genuine encouraging words.",estj,"@Theresa0369 Ese es un objetivo en movimiento 🎯 para mí, la única constante es una dosis diaria de genuinas palabras de aliento."
670,"@schachin @scottjshapiro Narcissists yeah, they are high on seeking attention the opposite is true for those that a…",estj,"@schachin @scottjshapiro Narcisistas sí, son altos en la búsqueda de atención lo contrario es cierto para aquellos que a..."
671,"@schachin @scottjshapiro Telling on yourself doesn't necessarily mean not smart 🤓. 
Humans are psychological beings…",estj,"@schachin @scottjshapiro Contarte a ti mismo no significa necesariamente no ser inteligente 🤓.
Los humanos somos seres psicológicos...."
672,@G_Khwabi 😂,estj,@G_Khwabi 😂
673,@etambuyu_ @G_Khwabi 😂,estj,@etambuyu_ @G_Khwabi 😂
674,"@fashionjr10 @RangersFC Find yourself a shooting/movement trainer, you'll do wonders beyond what you've achieved thus far which is great.",estj,"@fashionjr10 @RangersFC Búscate un entrenador de tiro/movimiento, harás maravillas más allá de lo que has conseguido hasta ahora que es genial."
675,"Mondays = Whipsaw
Fridays = Do something, anything!
Wedsnedays &amp; Thursdays = Pay the Trader 

#Nasdaq",estj,"Lunes = Whipsaw
Viernes = ¡Haz algo, lo que sea!
Wedsnedays &amp; Thursdays = Pagar al comerciante

#Nasdaq"
676,@G_Khwabi Do not laugh 😂,estj,@G_Khwabi No te rías 😂
677,@etambuyu_ @G_Khwabi Kidding,estj,@etambuyu_ @G_Khwabi Kidding
678,"@etambuyu_ @G_Khwabi I love goat 🐐 meat, so it is a struggle know what I mean 😂",estj,"@etambuyu_ @G_Khwabi Me encanta la carne de cabra 🐐, así que es una lucha sabes a lo que me refiero 😂"
679,"@G_Khwabi How about Meme. 
My brain &amp; tongue hate this word 😂",estj,"@G_Khwabi Que tal Meme.
Mi cerebro &amp; lengua odio esta palabra 😂."
680,"@G_Khwabi No, I pronounce it as day-ta",estj,"@G_Khwabi No, lo pronuncio como day-ta"
681,@engineers_feed North polar's would love this planet,estj,@engineers_feed A los polares del norte les encantaría este planeta
682,"@vhic_tore @iamabayorr C'mon! Transporter? Cellular? No, okay.",estj,"@vhic_tore @iamabayorr C'mon! Transporter? Cellular? No, okay."
683,@Livercoin TF weight,estj,@Livercoin TF peso
684,I will format [modernise] your CV for K50 and paraphrase it to have more action verbs for another K50. [Entry - Sup…,estj,Formatearé [modernizaré] tu CV para K50 y lo parafrasearé para que tenga más verbos de acción para otro K50. [Entrada - Sup...
685,"@I_Am_The_ICT Entered but then it started dili-daling, exited at BE then it droppped like a pregnant chameleon.",estj,"@I_Am_The_ICT Entró pero luego empezó dili-daling, salió en BE y luego cayó como camaleón preñado."
686,"NAS500
Yeah, BE then you drop huh",estj,"NAS500
Sí, BE luego te caes eh"
687,"@brfootball Always going for already made clubs, smart move. I would do the same ☺️",estj,"@brfootball Siempre yendo a por palos ya hechos, jugada inteligente. Yo haría lo mismo ☺️"
688,Be nimble 😊,estj,Sé ágil 😊
689,"@SChitonka Valid concerns. 
 It is hardly the case for a scammer to pay for logistical expensives including british council exams + visa.",estj,"@SChitonka Preocupaciones válidas.
 No es el caso de un estafador para pagar por expensives logísticos incluyendo exámenes del consejo británico + visa."
690,@Chito_031 On my account the difference is huge,estj,@Chito_031 En mi cuenta la diferencia es enorme
691,Latest tweets &gt; Home tweets,estj,Últimos tweets &gt; Inicio tweets
692,@Foxxygonzy @ProudlyZambian It's that bad huh,estj,@Foxxygonzy @ProudlyZambian Es tan malo huh
693,@ProudlyZambian Checking mails every chance I get during the day,estj,@ProudlyZambian Revisando correos cada vez que puedo durante el día.
694,@Foxxygonzy @ProudlyZambian Awe do better 😂,estj,@Foxxygonzy @ProudlyZambian Awe hazlo mejor 😂
695,"@Bronze_melanin I young to understand what you mean, I prefer  Mr last name 😂",estj,"@Bronze_melanin joven para entender lo que quieres decir, prefiero Sr apellido 😂"
696,"@tradertristian When I was taking profit consistently my equity curve was going up but slowly. 
When I started look…",estj,"@tradertristian Cuando tomaba ganancias consistentemente mi curva de equidad subía pero lentamente.
Cuando empecé a mirar..."
697,"@cuthmunk Huh! I can't. 
Every recruiting agency I sign up with have 100s of RN opportunities to work in the UK + V…",estj,"@cuthmunk ¡Huh! No puedo.
Cada agencia de reclutamiento con la que me inscribo tiene 100s de oportunidades de RN para trabajar en el Reino Unido + V...."
698,Do RN's in Zambia not know how to Google or they just be like to hell with UK visa sponsored RN jobs?,estj,¿Las enfermeras en Zambia no saben cómo buscar en Google o simplemente se van al infierno con los trabajos de enfermería patrocinados por el visado del Reino Unido?
699,"@ChowaMusamba @NkalabikaNkhom1 @mwilah12 Nima pressure ya motoka 😂otherwise that free-kick goal was a beauty 😍, Jounihno standard.",estj,"@ChowaMusamba @NkalabikaNkhom1 @mwilah12 Nima presión ya motoka 😂por lo demás ese gol de falta fue una belleza 😍, Jounihno estándar."
700,"@ChowaMusamba @NkalabikaNkhom1 @mwilah12 I can do you one better, we can agree to disagree 😂",estj,"@ChowaMusamba @NkalabikaNkhom1 @mwilah12 Te puedo hacer una mejor, podemos estar de acuerdo en estar en desacuerdo 😂"
701,@_joy_2106 @R4rights Nice one 😂,estj,@_joy_2106 @R4rights Nice one 😂
702,@NkalabikaNkhom1 @mwilah12 @ChowaMusamba As we were! let's not engage in ad-hominem arguments. This talk is about c…,estj,@NkalabikaNkhom1 @mwilah12 @ChowaMusamba ¡Como estábamos! No nos enzarcemos en discusiones ad-hominem. Esta charla es sobre c...
703,"You're slowing approaching your death date thinking it'll get better with time, what if it doesn't? 

What will you…",estj,"Te acercas lentamente a la fecha de tu muerte pensando que mejorará con el tiempo, ¿y si no es así?

¿Qué harás..."
704,@taadelodun Thank you.,estj,@taadelodun Gracias.
705,@mwilah12 @ChowaMusamba Alright.,estj,@mwilah12 @ChowaMusamba De acuerdo.
706,"@taadelodun Encourage, but I got to ask which one is the easier route, get a job offer 1st or try to relocate then hunt for jobs",estj,"@taadelodun Ánimo, pero tengo que preguntar cuál es el camino más fácil, conseguir una oferta de trabajo 1º o intentar reubicarse y luego cazar trabajo"
707,"@ChowaMusamba His ball movement + total passes ease to Σ😊
There is always a margin off error and NO this is not an…",estj,"@ChowaMusamba Su movimiento de balón + facilidad total de pases a Σ😊
Siempre hay un margen de error y NO esto no es un...."
708,"@mwilah12 @ChowaMusamba Mine won't go towards musonda he exposes his friends alot, he is average at best neither wi…",estj,"@mwilah12 @ChowaMusamba Yo no voy a ir hacia musonda expone a sus amigos mucho, él es el promedio en el mejor ni ..."
