,text,label,translation
688,@coybarker Amen,isfj,@coybarker Amén
689,@TheIgboWolf_ The joy of being employed is none like any. The only saddened part is the salary.,isfj,@TheIgboWolf_ La alegría de ser empleado no tiene comparación. Lo único triste es el sueldo.
690,@snowice91 @ToyosiGodwin @TheIgboWolf_ 🤣,isfj,@snowice91 @ToyosiGodwin @TheIgboWolf_ 🤣
691,@Falilatt_ You will be fine dear. Pele,isfj,@Falilatt_ Estarás bien querida. Pele
692,@Sports_Doctor2 It depends,isfj,@Sports_Doctor2 Depende.
693,@wakawaka_doctor Take heart,isfj,@wakawaka_doctor Ánimo
694,@JoyPhils @RowlyDaDon Amen. Thank you,isfj,@JoyPhils @RowlyDaDon Amén. Gracias.
695,"@RowlyDaDon Presently, I don't have a relationship or a reliable job and I am in my 30ths. I thank God though. I co…",isfj,"@RowlyDaDon Actualmente, no tengo una relación o un trabajo confiable y estoy en mis 30s. Sin embargo doy gracias a Dios. Yo co..."
696,@huahjos Congratulations sis. May God bless and see you through school.,isfj,@huahjos Felicidades hermanita. Que Dios te bendiga y te acompañe en la escuela.
697,@MummyGOToluwani Have you seen Ladies in love? Their mumu mumu no be here at all😏.,isfj,@MummyGOToluwani ¿Has visto Ladies in love? Su mumu mumu no estar aquí en all😏.
698,"I am an ISFJ! We are conscientious, relationship-oriented and committed to helping family, friends and our communit…",isfj,"Soy un ISFJ Somos concienzudos, orientados a las relaciones y comprometidos a ayudar a la familia, a los amigos y a nuestra comuni..."
699,@instablog9ja Federal University of Technology Minna,isfj,@instablog9ja Universidad Federal de Tecnología de Minna
700,@Girl_isBlessed Well said. I met a guy recently and within a week he was already asking for 300k. Ni bo si bo? Na wah,isfj,@Girl_isBlessed Bien dicho. Conocí a un chico hace poco y a la semana ya me pedía 300k. ¿Ni bo si bo? Na wah
701,@vinzcentV Kfb,isfj,@vinzcentV Kfb
702,@UNIONBANK_NG I was at your Lawanson branch in Surulere to liquidate my UnionKorrect savings. I am yet to receive v…,isfj,@UNIONBANK_NG Estuve en su sucursal de Lawanson en Surulere para liquidar mis ahorros UnionKorrect. Todavía no he recibido v...
703,@zee_zhu_ 😄,isfj,@zee_zhu_ 😄
704,@Girl_isBlessed 👏,isfj,@Girl_isBlessed 👏
705,@principe_viii 😏,isfj,@principe_viii 😏
706,@TheOnlyAlabi_ My turn💖,isfj,@TheOnlyAlabi_ Mi turno💖
707,@iam_clive I forgive you 😏,isfj,@iam_clive Te perdono 😏
708,"@Griffin_Bassey @RealDaniel_OG Naa, he was my Pastor at that time. I still had to respect him even if he was wrong",isfj,"@Griffin_Bassey @RealDaniel_OG Naa, él era mi Pastor en ese momento. Todavía tenía que respetarlo incluso si estaba equivocado"
709,@Griffin_Bassey @RealDaniel_OG Pele Baba. One told me early last year that I wasn't married yet because I was subtl…,isfj,@Griffin_Bassey @RealDaniel_OG Pele Baba. Uno me dijo a principios del año pasado que aún no estaba casado porque era sutilmente...
710,@RayoKasali @aproko_doctor 😂😂😂,isfj,@RayoKasali @aproko_doctor 😂😂😂
711,@WanieOvie @aproko_doctor Ah😯,isfj,@WanieOvie @aproko_doctor Ah😯
712,@seguncyrus @aproko_doctor @misi_f 😂😂😂,isfj,@seguncyrus @aproko_doctor @misi_f 😂😂😂
713,@HIbitayo @aproko_doctor 😂,isfj,@HIbitayo @aproko_doctor 😂
714,@the_beardedsina It is well,isfj,@the_beardedsina Está bien
715,"Wow, this is like 7 years ago. My God has indeed been good and kind.",isfj,"Wow, esto es como hace 7 años. Mi Dios ha sido realmente bueno y amable."
716,@mikethewatchman Me! I thought I would be able to save much but I wasn't. I thought I would get married be this yea…,isfj,@mikethewatchman ¡Yo! Pensé que podría ahorrar mucho pero no fue así. Pensé que me casaría este año...
717,@Falilatt_ Pele mama,isfj,@Falilatt_ Pele mama
718,@_kingjonah I just followed. Kindly follow back,isfj,"@_kingjonah Acabo de seguirte. Por favor, sígueme"
719,@segzman08 @Sports_Doctor2 I no no,isfj,@segzman08 @Sports_Doctor2 Yo no no
720,@_kingjonah A man that communicates and listens to me... That's green flag,isfj,@_kingjonah Un hombre que se comunica y me escucha.... Eso es bandera verde
721,@BigMan_Xander Mtchew,isfj,@BigMan_Xander Mtchew
722,@thesameremy Pele Baba,isfj,@thesameremy Pele Baba
723,@NoraAwolowo Same here. I don't know how to network or famz. Now I need friends but have none.,isfj,@NoraAwolowo Lo mismo digo. No se hacer redes ni famz. Ahora necesito amigos pero no tengo ninguno.
724,@RealTalkKim Amen!,isfj,@RealTalkKim ¡Amén!
725,@SamdGreat01 Thanks boss,isfj,@SamdGreat01 Gracias jefe
726,@offdice Naa,isfj,@offdice Naa
727,@Jesugbemileke Wow,isfj,@Jesugbemileke Wow
728,"Thanks for this hangout tonight guys. I didn't participate but I felt good listening 😌#NaijaDoctorsHangout

https://t.co/w6jKL9ooYd",isfj,"Gracias por este hangout esta noche chicos. No participé pero me sentí bien escuchando 😌#NaijaDoctorsHangout

https://t.co/w6jKL9ooYd"
729,@Wizebaba And pls return it washed. Thank you,isfj,@Wizebaba Y pls devolverlo lavado. Thank you
730,@Sports_Doctor2 Watching this made me so happy that my eyes got teary. Wow!,isfj,@Sports_Doctor2 Ver esto me hizo tan feliz que se me llenaron los ojos de lágrimas. ¡Wow!
731,@Acedouglas1 Amen,isfj,@Acedouglas1 Amén
732,@ojayfemi Merry Christmas to you too.,isfj,@ojayfemi Feliz Navidad para ti también.
733,@HMalumu Merry Christmas to you too,isfj,@HMalumu Feliz Navidad a ti también
734,@Sports_Doctor2 She is seeing someone else already,isfj,@Sports_Doctor2 Ella ya está viendo a alguien más.
735,@dammiedammie35 Na wah,isfj,@dammiedammie35 Bueno wah
736,@ifeaboyeji Just passing by,isfj,@ifeaboyeji Sólo pasaba por aquí
737,@callmechrisea @DrTSquare Congratulations 👏,isfj,@callmechrisea @DrTSquare Felicidades 👏
738,@Okizle God when😭,isfj,@Okizle Dios cuando😭
739,@MrOyax Me too. I want my own personal weyrey😩,isfj,@MrOyax Yo también. Quiero mi propio weyrey😩 personal.
740,@Okizle 🤣,isfj,@Okizle 🤣
741,@thisibi RIP to him. Take heart dear,isfj,@thisibi RIP a él. Take heart dear
742,@Nale34843837 I fell into depression when this happened to me. You will be fine,isfj,@Nale34843837 Yo caí en depresión cuando me pasó esto. Te pondrás bien
743,@damilola_MD I like ambitious guys too. I don't like someone who settles with whatever life hands down.,isfj,@damilola_MD A mí también me gustan los chicos ambiciosos. No me gusta alguien que se conforma con lo que le depare la vida.
744,@Lbgobo @OlayinkaThrones Congratulations to you sir. This is where we say thank God for journey mercies.,isfj,@Lbgobo @OlayinkaThrones Felicitaciones a usted señor. Aquí es donde decimos gracias a Dios por las misericordias de viaje.
745,@Falilatt_ You just spoke my mind o,isfj,@Falilatt_ Acabas de decir lo que pienso o
746,@DW3663 Thank God you are back,isfj,@DW3663 Gracias a Dios que has vuelto
747,@TundeTASH 200 dollars,isfj,@TundeTASH 200 dólares
748,@TFREEZE_U9 @iyke_nwabuko My father did better than my mother o. He is my superman.,isfj,@TFREEZE_U9 @iyke_nwabuko Mi padre lo hizo mejor que mi madre o. Él es mi superhombre.
749,@samygr8tyahooc1 @kunle_pata Amen,isfj,@samygr8tyahooc1 @kunle_pata Amén
750,@david_oludowole May God bless your home,isfj,@david_oludowole Que Dios bendiga tu hogar
751,@Okizle It will end in praise bro. You have come along way since 2008.,isfj,@Okizle Terminará en alabanza hermano. Has recorrido un largo camino desde 2008.
752,"@lolujubril Is this a passport? Anyway, it looks good.",isfj,"@lolujubril ¿Esto es un pasaporte? De todas formas, tiene buena pinta."
753,@SamdGreat01 Congratulations Baba. May God continue to bless your home,isfj,@SamdGreat01 Felicidades Baba. Que Dios siga bendiciendo tu hogar
754,@kimilokan Beautiful 💗,isfj,@kimilokan Precioso 💗
755,@Mrpossidez They do this in my family,isfj,@Mrpossidez Hacen esto en mi familia
756,"@Wizarab10 If a guy is ready, he knows what to do. There is no need to pressure him",isfj,"@Wizarab10 Si un tío está preparado, sabe lo que tiene que hacer. No hay necesidad de presionarlo"
757,@Nifash_ So sorry dear. May his soul rest in peace,isfj,@Nifash_ Lo siento mucho querida. Que su alma descanse en paz
758,@stainless231 Wow!,isfj,@stainless231 ¡Wow!
759,@stainless231 Omo!,isfj,@stainless231 ¡Omo!
760,@possibleoge The same thing happens to me. I am tired,isfj,@possibleoge A mi me pasa lo mismo. Estoy cansado
761,@MrMekzy_,isfj,@MrMekzy_
762,@Sports_Doctor2 Thanks for sharing 👏,isfj,@Sports_Doctor2 Gracias por compartir 👏
763,@DrOlufunmilayo Oro le sor sir👏,isfj,@DrOlufunmilayo Oro le sor sir👏
764,"@akeula_trendy Baba, I don reach 30 o. I don't feel young anymore. But anyhow, I don hear. Thanks",isfj,"@akeula_trendy Baba, no llego a los 30 o. Ya no me siento joven. Pero en fin, no me entero. Gracias"
765,@Drmike_adenuga Give my parents a well deserved Christmas and end of year enjoyment. #AMAAwards,isfj,@Drmike_adenuga Regalar a mis padres un merecido disfrute navideño y de fin de año. #AMAAwards
766,@Onyebuccie Amen,isfj,@Onyebuccie Amén
767,@Okizle 😅😃🤣,isfj,@Okizle 😅😃😃🤣
768,@femi__lad 🤣😃😅,isfj,@femi__lad 🤣😃😅
769,@maxvayshia It is well o,isfj,@maxvayshia Está bien o
770,@Imma_blarck @ireasusual @Tutsy22 You just made my day🥺. Thank you 😊,isfj,@Imma_blarck @ireasusual @Tutsy22 Me acabas de alegrar el día🥺. Gracias 😊
771,@Whasilatoyinda @Falilatt_ 30+ can dedicate to me o. That is my spec now,isfj,@Whasilatoyinda @Falilatt_ 30+ puede dedicar a mí o. Esa es mi especificación ahora
772,@Chude__ Amen o,isfj,@Chude__ Amén o
773,"@LuyiDee I can't wait to say ""my hubby"" at every opportunity too",isfj,"@LuyiDee Yo también me muero de ganas de decir ""mi maridito"" en cuanto tengo ocasión"
774,@olujoshdare Baba o👏,isfj,@olujoshdare Baba o👏
775,Madam parried today💕,isfj,Madam parried today💕
776,@bishop_bisa But the guy is okay naw🤷.,isfj,@bishop_bisa Pero el tío está bien naw🤷.
777,@Lolami_Brown @7even10en Amen. Thanks dear,isfj,@Lolami_Brown @7even10en Amén. Gracias querida
778,"@7even10en @Lolami_Brown No, the one I found has found someone else😔",isfj,"@7even10en @Lolami_Brown No, el que yo encontré ha encontrado a otro😔"
779,"@Willo08579987 @ghostperson01 Yeah, he did at some point because he did an expensive and exclusive proposal. I guess life happened",isfj,"@Willo08579987 @ghostperson01 Sí, lo hizo en algún momento porque hizo una propuesta cara y exclusiva. Supongo que la vida pasó"
780,@OgiraSarofa2020 @Omolara_Eliza That one is between him and God,isfj,@OgiraSarofa2020 @Omolara_Eliza Eso queda entre él y Dios.
781,@Falilatt_ I like this falilat of a lady👏.,isfj,@Falilatt_ Me gusta esta falilat de una señora👏.
782,@NaijaFlyingDr Awwn,isfj,@NaijaFlyingDr Awwn
783,@ghostperson01 It wasn't joor. It was just mumu mumu. I feel so stupid when I think of it now because the signs wer…,isfj,@ghostperson01 No era joor. Sólo era mumu mumu. Me siento tan estúpido cuando pienso en ello ahora porque los signos wer...
784,I really want to move on🥺. Is that too much to ask?,isfj,Realmente quiero seguir adelante🥺. ¿Es mucho pedir?
785,@dayveedcody_ Listener. Needed discuss to distract me and the space did it. Thanks to the host,isfj,@dayveedcody_ Oyente. Necesitaba discutir para distraerme y el espacio lo hizo. Gracias al anfitrión
786,@Mirexshotz Nothing,isfj,@Mirexshotz Nada
787,"@OgiraSarofa2020 @Omolara_Eliza Normal, even King David suffered for his sin.",isfj,"@OgiraSarofa2020 @Omolara_Eliza Normal, hasta el rey David sufrió por su pecado."
788,@thatpoetclem Pele Baba,isfj,@thatpoetclem Pele Baba
789,@ojayfemi I want a Christmas gift too🥺,isfj,@ojayfemi Yo también quiero un regalo de Navidad🥺
790,@effizzzyy Love is blind o jare. So you might be ugly but still look cute to her. I have been there 🤷,isfj,@effizzzyy El amor es ciego o jare. Así que puedes ser feo pero seguir pareciéndole guapo. Yo he estado ahí 🤷
791,@love_oluebube Congratulations to her. I want love ❤️ too😔,isfj,@love_oluebube Felicidades para ella. Yo también quiero amor ❤️😔
792,"@Gistloversblog1 Seriously, naa now I come dey like beans😔",isfj,"@Gistloversblog1 En serio, naa ahora vengo dey como beans😔"
793,"@OgiraSarofa2020 @Omolara_Eliza Even if he does, God will forgive him but he would still pay for his sins",isfj,"@OgiraSarofa2020 @Omolara_Eliza Aunque lo haga, Dios lo perdonará pero igual pagaría por sus pecados."
794,@hardmike01 @TifeAdebayor 💯,isfj,@hardmike01 @TifeAdebayor 💯
795,@OgiraSarofa2020 @Omolara_Eliza He is enjoying the consequences of departing from God. You know the way God's spiri…,isfj,@OgiraSarofa2020 @Omolara_Eliza Está disfrutando de las consecuencias de apartarse de Dios. Conoce la forma en que el espiri...
796,@wakawaka_doctor Okay,isfj,@wakawaka_doctor Vale
797,@wakawaka_doctor When is the next one?,isfj,@wakawaka_doctor ¿Cuándo es el próximo?
798,@deebowmanbarker Amen. Thank you sir. I needed to hear this,isfj,@deebowmanbarker Amén. Gracias señor. Necesitaba escuchar esto
799,"@Tobenna__ Yes o, I thank God that God is not a man",isfj,"@Tobenna__ Sí o, doy gracias a Dios que Dios no es un hombre"
800,@OgiraSarofa2020 @stainless231 Alright,isfj,@OgiraSarofa2020 @stainless231 Muy bien.
801,@OgiraSarofa2020 @stainless231 I am an Anglican. Are you?,isfj,@OgiraSarofa2020 @stainless231 Soy anglicano. ¿Lo es usted?
802,@Obiiagu You can make it one. Just sleep in🤷,isfj,@Obiiagu Puedes hacerlo uno. Sólo duerme en🤷
803,@OgiraSarofa2020 @stainless231 I can sing this hymn,isfj,@OgiraSarofa2020 @stainless231 Puedo cantar este himno
804,@SAjoloko @ireasusual @Tutsy22 I have. Thanks,isfj,@SAjoloko @ireasusual @Tutsy22 Lo he hecho. Gracias
805,@omoalufaa No delete far. They blocked your number ni.,isfj,@omoalufaa No borrar lejos. Bloquearon tu número ni.
806,@CreativeOliverX She no care o,isfj,@CreativeOliverX A ella no le importa o
807,"@SAjoloko @ireasusual @Tutsy22 Woh, I don't even know.",isfj,"@SAjoloko @ireasusual @Tutsy22 Woh, ni siquiera lo sé."
808,@TheTalkDoctor_ Make them sha no marry our own spouse🤷,isfj,@TheTalkDoctor_ Make them sha no marry our own spouse🤷
809,@Dianacoco_ Futminna,isfj,@Dianacoco_ Futminna
810,@aproko_doctor Alright 👍,isfj,@aproko_doctor Muy bien 👍
811,@saintLumy It is well,isfj,@saintLumy Está bien
812,@Okizle Baba talk jare. Abi you are shy ni?,isfj,@Okizle Baba talk jare. ¿Abi eres tímido ni?
813,@yourgirl_ajex It is well,isfj,@yourgirl_ajex Está bien
814,@Paula_White Alright,isfj,@Paula_White Muy bien
815,"@magnus_coker @Girl_isBlessed Abide with me, fast falls the evening tide🥺",isfj,"@magnus_coker @Girl_isBlessed Quédate conmigo, rápido cae la marea de la tarde🥺"
816,"@Monsiuer_T Lord God, I deserve a Christmas gift too",isfj,"@Monsiuer_T Señor Dios, yo también merezco un regalo de Navidad"
817,@OgiraSarofa2020 @stainless231 C&amp;S song keh? Naa Anglican song joor,isfj,@OgiraSarofa2020 @stainless231 ¿C&amp;S song keh? Naa Anglican song joor
818,@OgiraSarofa2020 @Loyal_Missy Okay o. If you say so,isfj,@OgiraSarofa2020 @Loyal_Missy Ok o. Si tu lo dices
819,@Falilatt_ Same here o,isfj,@Falilatt_ Lo mismo digo o
820,@OgiraSarofa2020 @ireasusual @Tutsy22 Baba kfb,isfj,@OgiraSarofa2020 @ireasusual @Tutsy22 Baba kfb
821,@Sports_Doctor2 @rukky_nate Online friends naa. You had not seen him before😯 or even visited him in a public area🤷,isfj,@Sports_Doctor2 @rukky_nate Amigos online naa. No le habías visto antes😯 ni siquiera le habías visitado en una zona pública🤷.
822,@rukky_nate @Sports_Doctor2 It's nice o but I no fit abeg. Too much Nollywood movies with this kind of scenario go…,isfj,@rukky_nate @Sports_Doctor2 Es bonito o pero no encajo abeg. Demasiadas películas de Nollywood con este tipo de escenario van....
823,@Sports_Doctor2 So you just went to a stranger's house like that hmm?,isfj,@Sports_Doctor2 ¿Así que fuiste así a casa de un desconocido hmm?
824,"@AtandaHerlarho @Sire__Gift @kenny_blaqmcfr Finally, someone like me. I write what I can and get out",isfj,@AtandaHerlarho @Sire__Gift @kenny_blaqmcfr Por fin alguien como yo. Escribo lo que puedo y salgo
825,@aystickz Yes o,isfj,@aystickz Sí o
826,@vicktor50 Yes o,isfj,@vicktor50 Sí o
827,@hardmike01 The world we live in,isfj,@hardmike01 El mundo en que vivimos
828,@Kynsofficial @Acedouglas1 Omo! See comments😳,isfj,@Kynsofficial @Acedouglas1 ¡Omo! Ver comentarios😳
829,@paul_temitope @layoproperty @ireasusual @Tutsy22 Abi o Baba,isfj,@paul_temitope @layoproperty @ireasusual @Tutsy22 Abi o Baba
830,@Okizle @sisiteshie Stone as in okuta?,isfj,@Okizle @sisiteshie ¿Piedra como en okuta?
831,"@OgiraSarofa2020 @ireasusual @Tutsy22 Hmm, okay",isfj,"@OgiraSarofa2020 @ireasusual @Tutsy22 Hmm, ok"
832,@7even10en Boda mi!,isfj,@7even10en ¡Boda mi!
833,@Ifelorla @aproko_doctor I believe you bro,isfj,@Ifelorla @aproko_doctor Te creo hermano
834,"@aproko_doctor Yeah, it does. It happened to me. But such is life, so we muuve",isfj,"@aproko_doctor Sí, así es. A mi me ha pasado. Pero así es la vida, así que muuve"
835,@Sports_Doctor2 🙏,isfj,@Sports_Doctor2 🙏
836,😱,isfj,😱
837,"@BluelineChick Yay! I see me!
And you DO tweet at them a lot! lol",isfj,"@BluelineChick ¡Sí! ¡Me veo!
Y tú SÍ que tuiteas mucho! lol"
838,@Lyr1cal1ty The audacity to be so perfect. Honestly.,isfj,@Lyr1cal1ty La audacia de ser tan perfecto. Sinceramente.
839,@Lyr1cal1ty It’s magic and none of us ever stood a chance. lol,isfj,@Lyr1cal1ty Es mágico y ninguno de nosotros tuvo oportunidad alguna. lol
840,@Emma_Jimin13 Their loss~,isfj,@Emma_Jimin13 Ellos se lo pierden.
841,"I’m making a bunch of phone calls for work, and I am having to psych myself up for each one. 🙃 #introvertproblems",isfj,Estoy haciendo un montón de llamadas por trabajo y estoy teniendo que mentalizarme para cada una de ellas. 🙃 #introvertproblems
842,@peachyahxo 💕,isfj,@peachyahxo 💕
843,"@peachyahxo Sorry it didn’t work out! I’m glad you’re okay, but that kind of thing can definitely be rough. It soun…",isfj,"@peachyahxo ¡Siento que no haya funcionado! Me alegro de que estés bien, pero sin duda ese tipo de cosas pueden ser duras. Suena..."
844,@Ateezsanfanboy For real. lol,isfj,@Ateezsanfanboy En serio. lol
845,@Ateezsanfanboy 😆 I just want to stay on my parents’ health insurance and not have bills to pay. lol,isfj,@Ateezsanfanboy 😆 Yo solo quiero seguir con el seguro médico de mis padres y no tener facturas que pagar. lol
846,@Ateezsanfanboy Ponytail lol,isfj,@Ateezsanfanboy Ponytail lol
847,"@Ateezsanfanboy Adulting is overrated, amirite?? lol",isfj,"@Ateezsanfanboy Adulto está sobrevalorado, amirite?? lol"
848,@Ateezsanfanboy This sounds like a staycation I need and the vacation away from the heat that you need! 😆,isfj,@Ateezsanfanboy Esto suena como una staycation que necesito y las vacaciones lejos del calor que necesitas!!!😆
849,@Ateezsanfanboy You’ll have to bring your own pc. I don’t have any of Sannie. lol But plenty of pics! 😆,isfj,@Ateezsanfanboy Tendrás que traer tu propio pc. Yo no tengo ninguno de Sannie. lol ¡Pero muchas fotos! 😆
850,@Ateezsanfanboy I walk in and see you on the floor hugging and stroking my Ateez seasons greetings 😂😂😂,isfj,@Ateezsanfanboy entro y te veo en el suelo abrazando y acariciando a mi Ateez saludos de temporada 😂😂😂😂.
851,@m_i_s_f_i_t_94 You’re welcome! I hope it helps! 💜,isfj,@m_i_s_f_i_t_94 ¡De nada! ¡Espero que te sirva de ayuda! 💜
852,@Ateezsanfanboy Plus full access to my Kpop collection. 😆,isfj,@Ateezsanfanboy Además de acceso completo a mi colección de Kpop. 😆
853,"@m_i_s_f_i_t_94 I feel like that can be categorized as harassment though, and isn’t that what HR is for? I get your…",isfj,"@m_i_s_f_i_t_94 Aunque me parece que eso se puede catalogar como acoso, ¿y no es para eso para lo que está RRHH? Entiendo tu..."
854,@Ateezsanfanboy 😂 well I wouldn’t make you sleep in the bathtub. lol I even have bedding for my futon. And pillows. lol,isfj,@Ateezsanfanboy 😂 bueno yo no te haría dormir en la bañera. lol Tengo hasta ropa de cama para mi futón. Y almohadas. lol
855,"@m_i_s_f_i_t_94 I don’t have experience with that, but I’d report it. It’s unprofessional and unnecessary and gossi…",isfj,"@m_i_s_f_i_t_94 No tengo experiencia en eso, pero yo lo denunciaría. Es poco profesional e innecesario y cotilla...."
856,@Ateezsanfanboy 😂 hope you don’t mind sleeping on a futon! lol,isfj,@Ateezsanfanboy 😂 ¡espero que no te importe dormir en un futón! lol
857,@Emma_Jimin13 😕,isfj,@Emma_Jimin13 😕
858,"@Ateezsanfanboy Meanwhile, if the math was done correctly, it is 55F or 12.8C here. 🙃 In June… wanna visit??? lol",isfj,"@Ateezsanfanboy Mientras tanto, si las matemáticas se hicieron correctamente, es 55F o 12,8C aquí. 🙃 En junio ... ¿quieres visitar??? lol"
859,@csmr459 Insurance can be a real pain in the neck. Sometimes you have to just be so annoying that they have no choi…,isfj,@csmr459 Los seguros pueden ser un verdadero incordio. A veces sólo tienes que ser tan molesto que no tienen choi...
860,@Jtaegikook2 That’s shady…,isfj,@Jtaegikook2 Eso es sospechoso...
861,"@csmr459 Well, now you’re an adult and you can advocate for yourself. So if you think you need something more or di…",isfj,"@csmr459 Bueno, ahora eres adulto y puedes abogar por ti mismo. Así que si crees que necesitas algo más o di..."
862,@peachyahxo You’re a literal angel!! Thank you!,isfj,@peachyahxo ¡¡¡Eres un ángel literal!!! ¡¡¡Gracias!!!
863,"@csmr459 Even if they didn’t test like every year, I feel like your performance and trouble areas should have been…",isfj,"@csmr459 Aunque no hicieran pruebas como todos los años, siento que tu rendimiento y áreas problemáticas deberían haber sido...."
864,"@csmr459 What the heck? They just stopped? That doesn’t make sense. Eesh. Well, hopefully any kind of supports for…",isfj,"@csmr459 ¿Qué demonios? ¿Simplemente se detuvieron? Eso no tiene sentido. Eesh. Bueno, esperemos que cualquier tipo de soportes para..."
865,"@peachyahxo A bit confusing? I had no idea what was happening and I was in some sub-chat, not even the main one! Do…",isfj,"@peachyahxo ¿Un poco confuso? No tenía ni idea de lo que estaba pasando y estaba en un subchat, ¡ni siquiera en el principal! Do..."
866,@peachyahxo Ugh. I knew I’d miss something by not joining that. They’re literally the reason I have an Instagram. W…,isfj,@peachyahxo Uf. Sabía que me perdería algo por no unirme a eso. Son literalmente la razón por la que tengo un Instagram. W...
867,"@csmr459 I can’t speak for you or your experience, but I would hope that having answers and tools on hand to help w…",isfj,"@csmr459 No puedo hablar por ti ni por tu experiencia, pero espero que tener respuestas y herramientas a mano para ayudar..."
868,@csmr459 Fighting! Let me know how it goes if you do pursue testing and such!,isfj,@csmr459 ¡Lucha! ¡Hágame saber cómo va si usted persigue pruebas y tal!
869,"@0400_mei 🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️
I feel bad for everyone to be honest…",isfj,"@0400_mei 🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️
Me siento mal por todos para ser honesto..."
870,@peachyahxo Wait what?? Where?? When?? What did I miss??,isfj,@peachyahxo ¿Espera qué? ¿Qué? ¿Dónde? ¿Cuándo? ¿Qué me he perdido?
871,"@0400_mei They probably just don’t want to lose momentum or something. I dunno. It’s very strange, and it’s upsetting for the fans.",isfj,"@0400_mei Probablemente no quieren perder el impulso o algo así. No sé. Es muy extraño, y es molesto para los fans."
872,@Jtaegikook2 Wow completely blindsided too? Geeze. I’m so sorry.,isfj,"@Jtaegikook2 Vaya, ¿también te han pillado por sorpresa? Geeze. Lo siento mucho."
873,"@csmr459 It would probably look different, since it’s a different diagnosis, but that would be great for you!",isfj,"@csmr459 Probablemente se vería diferente, ya que es un diagnóstico diferente, ¡pero sería genial para ti!"
874,@peachyahxo The Rose is coming soon! I can almost taste the new music!! 🤩,isfj,@peachyahxo ¡La Rosa viene pronto! ¡¡¡Casi puedo saborear la nueva música!!! 🤩
875,@0400_mei Reminds me of U-Kiss back in the day… confusing and sad for everyone.,isfj,@0400_mei Me recuerda a U-Kiss en su día... confuso y triste para todos.
876,@Emma_Jimin13 :( so sorry this is happening to your guys!,isfj,@Emma_Jimin13 :( ¡siento mucho que esto les esté pasando a tus chicos!
877,"@Jtaegikook2 That reminds me of the “re-brand” U-Kiss went through back in the day. Og members leaving, essentially…",isfj,"@Jtaegikook2 Eso me recuerda al ""cambio de marca"" que sufrió U-Kiss en su día. Og miembros dejando, esencialmente..."
878,"@csmr459 Yes, that is also a good option. Or a job that will give you the supports you need to be successful.",isfj,"@csmr459 Sí, esa también es una buena opción. O un trabajo que te de los apoyos que necesitas para tener éxito."
879,"@0400_mei That is so odd! I usually use the app, but I’ll have to see if it’s there the next time I’m on my computer!",isfj,"@0400_mei ¡Qué raro! Yo suelo usar la app, ¡pero tendré que ver si está la próxima vez que esté en mi ordenador!"
880,"@0400_mei Is that on twt? If so, I guess I don’t have that feature yet…",isfj,"@0400_mei ¿Es en twt? Si es así, creo que todavía no tengo esa función..."
881,@csmr459 Getting re-tested could be helpful to also identify if you have any other learning disabilities that are m…,isfj,@csmr459 Hacerse una nueva prueba podría ser útil para identificar también si tiene algún otro problema de aprendizaje que m...
882,@csmr459 I highly recommend the whole show. It was a lot of fun. :),isfj,@csmr459 Recomiendo encarecidamente todo el espectáculo. Fue muy divertido :)
883,@csmr459 It’s totally accurate - now I want to watch their Hello Baby episodes again! lol (Minho went into dad mode…,isfj,@csmr459 Es totalmente acertado - ¡ahora quiero ver sus episodios de Hello Baby otra vez! lol (Minho se puso en modo papá....
884,@Herebemultis Not me involuntarily gasping! My babyyyyy 🥹🥰,isfj,@Herebemultis ¡No yo jadeando involuntariamente! Mi babyyyyy 🥹🥰
885,@Jtaegikook2 It’s not because I have too many. They’re just biased by group. There’s no way to rank them together a…,isfj,@Jtaegikook2 No es porque tenga demasiados. Es que están sesgados por grupos. No hay manera de clasificarlos juntos a....
886,@Jtaegikook2 Literally can’t rank them though. lol That’s not how I bias… 😅,isfj,@Jtaegikook2 Literalmente no puedo clasificarlos aunque. lol Así no es como sesgo... 😅
887,Decided to stop and get out in nature for a short walk on my way home from work. It’s beautiful out here in the PNW…,isfj,Decidí parar y salir a la naturaleza para un corto paseo en mi camino a casa del trabajo. Es hermoso aquí en el PNW...
888,@Mirialiah I do too~,isfj,@Mirialiah Yo también~
889,@Mirialiah I love this! How sweet! And high five to your kiddo for keeping that secret!,isfj,@Mirialiah ¡Me encanta! ¡Qué tierno! ¡Y choca esos cinco a tu niña por guardar ese secreto!
890,@Mirialiah You gotta love FB memories for the random gems that pop up!,isfj,@Mirialiah ¡Tienes que amar las memorias de FB por las gemas aleatorias que aparecen!
891,@Emma_Jimin13 Sweet dreams Emma!,isfj,@Emma_Jimin13 ¡Dulces sueños Emma!
892,@peachyahxo 🥰💕 same to you!,isfj,@peachyahxo 🥰💕 ¡lo mismo digo!
893,"@SofieFroehlich lol I don’t remember most groups, but I’m remembering more from these crazy pandemic days.",isfj,"@SofieFroehlich lol No me acuerdo de la mayoría de grupos, pero me estoy acordando más de estos días de pandemia loca."
894,@SofieFroehlich It was just before Back Door!,isfj,@SofieFroehlich ¡Fue justo antes de Back Door!
