,text,label,translation
506,anyways cyltheworld,esfj,de todos modos cyltheworld
507,@k_kida0o girl nobody asked you,esfj,@k_kida0o chica nadie te preguntó
508,@sanyoutrio love you :( hope youre okay,esfj,@sanyoutrio te quiero :( espero que estes bien
509,everyone's pulling it's making me want to pull . . .,esfj,todo el mundo está tirando me está dando ganas de tirar. . .
510,L,esfj,L
511,@sanyoutrio YESSS I CANDO IT!!!!!! but first i do homework HFUD&amp;T#UHFJDSK,esfj,@sanyoutrio YESSS I CANDO IT!!!!!! pero primero hago los deberes HFUD&amp;T#UHFJDSK
512,@sanyoutrio I DON'T BLAME U HONSETLY. i relate SO HARD.. HUGS YOU AND CRIES,esfj,@sanyoutrio yo no te culpo HONSETLY. me identifico TAN DURO .. TE ABRAZA Y LLORA
513,@sanyoutrio THANK YOLU.............................. IM AT 290 . .. ONE MORE AND SHE WILL BE HOME AT LEAST.,esfj,@sanyoutrio GRACIAS YOLU.............................. IM A 290 . . UNO MÁS Y ESTARÁ EN CASA POR LO MENOS.
514,@sanyoutrio sorry i have a visceral need to comment on all of your posts being happy just to tell you how jaded and bitter i am,esfj,@sanyoutrio lo siento tengo una necesidad visceral de comentar todos tus post siendo feliz solo para decirte lo hastiada y amargada que estoy
515,@sanyoutrio God i wish that were me,esfj,@sanyoutrio Dios me gustaría ser yo
516,@sanyoutrio US WHEN WE T1000! OTSUUU,esfj,¡@sanyoutrio NOSOTROS CUANDO T1000! OTSUUU
517,ギリギリセーフ,esfj,apenas bien
518,Well . . .. . . emu pity time,esfj,Bueno . . ... ... emu tiempo de piedad
519,guys,esfj,chicos
520,IM GOINF TO CRY PLEASS,esfj,VOY A LLORAR POR FAVOR
521,giys its been 250 pulls,esfj,giys han sido 250 tiradas
522,@kleelevanter URSO WELCOME! ANYTHING FOR A FELLOW AKIMINO BESTIES FAN,esfj,@kleelevanter ¡BIENVENIDO URSO! CUALQUIER COSA PARA UN COMPAÑERO FAN DE AKIMINO BESTIES
523,guys heres my gacha update ALLLL I NEED IS EMU. COME ON DONT MAKE ME SPARK GOD BPLEASE,esfj,guys heres my gacha update ALLLL I NEED IS EMU. COME ON DONT MAKE ME SPARK GOD BPLEASE
524,@kleelevanter YES SHE HAS A DOG THAT GETS LOOSE (?) AND HE FREAKS A BIT IIRC. I ONLY VAGUELY REMEMBER ID HAVE TO DO…,esfj,@kleelevanter SÍ TIENE UN PERRO QUE SE SUELTA (?) Y ÉL FREAKS A BIT IIRC. I ONLY VAGUELY RECUERDA ID TIENE QUE HACER...
525,@kleelevanter YESS i like their interaction in akitos one star too. theyre besties,esfj,@kleelevanter YESS me gusta su interacción en akitos una estrella también. theyre besties
526,@RaDcg4 I KNOW :( so saddd... someone reuploaded them on youtube though!!,esfj,¡¡¡@RaDcg4 Lo sé :( tan tristedd... alguien reuploaded ellos en youtube sin embargo!!!
527,its been 200 pulls btw i have nene only this is jellyfish gacha all over again,esfj,su sido 200 tirones por cierto tengo nene sólo esto es medusa gacha todo de nuevo
528,no more april fooling,esfj,se acabaron las bromas de abril
529,@sanyoutrio fuck #TROLLING *,esfj,@sanyoutrio joder #TROLLING *
530,@sanyoutrio }TROLLING,esfj,@sanyoutrio }TROLLING
531,@sanyoutrio UR SILLY. ❤️❤️❤️❤️BIG LOVE,esfj,@sanyoutrio UR SILLY. ❤️❤️❤️❤️BIG LOVE
532,@sanyoutrio we do a little trolling,esfj,@sanyoutrio hacemos un poco de trolling
533,@sanyoutrio aHHRJELFPGPFPFJL,esfj,@sanyoutrio aHHRJELFPGPFPFJL
534,ruem home☺️😍,esfj,rugir home☺️😍
535,pelase god let me out Let me out,esfj,pelase god let me out Let me out
536,@kamishiro__rui i hope u dont get dreamer set,esfj,@kamishiro__rui espero que no consigas el conjunto dreamer
537,ITS NTO ME!!! COUDLNT BE ME!!!!,esfj,¡NO SOY YO! ¡¡¡¡COUDLNT BE ME!!!!
538,my bfs defaming me by retweeting men pics,esfj,mi bfs me difama retwitteando fotos de hombres
539,@sanyoutrio THANKYUO... I STILL HAVE A LOT MORE I CAN GRIND im literally at level 25 i dont play en HFEUESDJKFHSDJK…,esfj,@sanyoutrio GRACIAS... Todavía tengo mucho más puedo moler im literalmente en el nivel 25 no juego en HFEUESDJKFHSDJK ...
540,@sanyoutrio THANK YOU IM IN HORRIBLE HORRIBLE PAIN. ITS EXCRUCIATING. bites ur arm ............ starts weepign,esfj,@sanyoutrio GRACIAS TENGO UN DOLOR HORRIBLE HORRIBLE. ITS EXCRUCIATING. bites ur arm ............ starts weepign
541,@sanyoutrio Just realised how that sounds tbh,esfj,@sanyoutrio Me acabo de dar cuenta de cómo suena tbh
542,@sanyoutrio PLEASE IVE PULLED 150 TIMES AND GOTTEN NOTHING BUT ONE RIN AND ONE LEN PLEASE LET ME BITE YOU,esfj,@sanyoutrio POR FAVOR HE JALADO 150 VECES Y NO HE CONSEGUIDO NADA MAS QUE UN RIN Y UN LEN POR FAVOR DEJAME MORDERTE
543,@sanyoutrio FUEAIH5T43987589$@*(#!*#(*#@(!?@&gt;@!,esfj,@sanyoutrio FUEAIH5T43987589$@*(#!*#(*#@(!?@&gt;@!
544,@sanyoutrio im going to bite you,esfj,@sanyoutrio voy a morderte
545,@kamishiro__rui UR DEFAMING ME,esfj,@kamishiro__rui ME ESTÁS DIFAMANDO
546,I CANT PLAY ANYTHING TODAY,esfj,HOY NO PUEDO JUGAR A NADA
547,im usually SO good at the beginning but i keep fucking it up so bad,esfj,normalmente soy TAN bueno al principio pero sigo jodiendolo tanto
548,girl why can i not fc jsg master on ensk,esfj,chica por que no puedo fc jsg master en ensk
549,@kamishiro__rui i dont know how to talk normal,esfj,@kamishiro__rui no se hablar normal
550,@kamishiro__rui Girl  . . .. . . not the h0mophobia,esfj,@kamishiro__rui Chica . . . . . no la h0mofobia
551,@kamishiro__rui hi straight person,esfj,@kamishiro__rui hola heterosexual
552,@kamishiro__rui hey,esfj,@kamishiro__rui hey
553,snickering. giggling,esfj,risitas. risitas
554,Gacha crashes every time i pull,esfj,Gacha se bloquea cada vez que tiro
555,ensk event day 2. 130 pulls in. Still no banner cards,esfj,evento ensk día 2. 130 tiradas. Todavía no hay tarjetas de banner
556,@B3NZOYL HELPFSUNDJKISDSN I DIDNGT EVEN NOTICE. SO TRUE,esfj,@B3NZOYL HELPFSUNDJKISDSN NI SIQUIERA ME DI CUENTA. TAN CIERTO
557,@lovesongvinyl How do you not know your gay and Lesbian stereotypes,esfj,@lovesongvinyl ¿Cómo no conoces los estereotipos de gays y lesbianas?
558,@lovesongvinyl @mitskiluvr6669 me,esfj,@lovesongvinyl @mitskiluvr6669 me
559,this is so cute https://t.co/UDrDanQb79,esfj,esto es tan lindo https://t.co/UDrDanQb79
560,im gonna watch killing eve,esfj,voy a ver matando eve
561,when fiona apple said ladies ladies ladies,esfj,cuando fiona apple dijo ladies ladies ladies
562,THE OUTFITS ARE SO CUTE,esfj,LOS CONJUNTOS SON MONÍSIMOS
563,i will be making my twitter comeback,esfj,volveré a twitter
564,i cant tell if this is rlly cute or soooo ugly https://t.co/0s51VW8Vhm,esfj,No puedo decir si esto es rlly lindo o taaan feo https://t.co/0s51VW8Vhm
565,"#JamesMakesAPlaylist https://t.co/6t7BxbNLMC addictions - lucy dacus  
twitch: smallplushdog",esfj,"#JamesMakesAPlaylist https://t.co/6t7BxbNLMC adicciones - lucy dacus
twitch: smallplushdog"
566,#JamesMakesAPlaylist one of my fav songs rn https://t.co/02gU4JIT0H (twitch: smallplushdog),esfj,#JamesMakesAPlaylist una de mis canciones favor rn https://t.co/02gU4JIT0H (twitch: smallplushdog)
567,@kidzwithbugz SOOOO EXCITEDDD,esfj,@kidzwithbugz SOOOO EXCITEDDD
568,@JamesMarriottYT https://t.co/C1SKpqHVSj my fav song right now (twitch: smallplushdog),esfj,@JamesMarriottYT https://t.co/C1SKpqHVSj mi canción favorita en este momento (twitch: smallplushdog)
569,presave bitter tongues  #JamesMakesAPlaylist ,esfj,presave bitter tongues #JamesMakesAPlaylist
570,i love fiona apple,esfj,me encanta fiona apple
571,return of the marsboxd username,esfj,devolución del nombre de usuario marsboxd
572,thirteen (2003) dir. catherine hardwicke,esfj,trece (2003) dir. catherine hardwicke
573,jennifer’s body (2009) dir. karyn kusama,esfj,jennifer's body (2009) dir. karyn kusama
574,adventure time: stakes (2015) dir. adam muto,esfj,adventure time: stakes (2015) dir. adam muto
575,may watches :,esfj,relojes de mayo :
576,i need to make a new watched list thread thing,esfj,tengo que hacer una nueva cosa lista de vigilancia hilo
577,james marriot stream yassss,esfj,james marriot stream yassss
578,@N3CTAAR ur so right i should start eating more men,esfj,@N3CTAAR ur tan cierto que debería empezar a comer más hombres
579,i watched jennifers body last night i wish man eating lesbians existed in real life :/,esfj,vi jennifers body anoche ojala existieran lesbianas come hombres en la vida real :/
580,#TwitchenNightmares nut cake 😋,esfj,#TwitchenNightmares pastel de nueces 😋
581,i made banana bread but its kinda gross lowkey i put too much baking powder in it,esfj,"he hecho pan de plátano, pero es un poco asqueroso lowkey puse demasiado polvo de hornear en ella"
582,@JamesMarriottYT nut cake,esfj,@JamesMarriottYT pastel de nueces
583,#comingout post 😊😊 i am a proud mean lesbian,esfj,#comingout post 😊😊 i am a proud mean lesbian
584,@rad1osilence yknow?,esfj,@rad1osilence ¿sabes?
585,thom yorke scrunkled too hard and died,esfj,thom yorke fregó demasiado fuerte y murió
586,#NewProfilePic,esfj,#Nueva foto de perfil
587,im so ia here guys req my priv if u want im way more active there @smallplushdog,esfj,soy tan ia aquí chicos req mi privado si quieres im manera más activa allí @smallplushdog
588,@mitskiluvr6669 percy,esfj,@mitskiluvr6669 percy
589,@mitskiluvr6669 furguson,esfj,@mitskiluvr6669 furguson
590,@tsukidoII these r my fav songs this month,esfj,@tsukidoII estas son mis canciones favoritas de este mes
591,me,esfj,me
592,guys req my priv im more active there @smallplushdog cbyr pls,esfj,guys req my priv im more active there @smallplushdog cbyr pls
593,guys i met oomf today,esfj,chicos hoy he conocido al tiof
594,submarine [2010] dir. richard ayoade,esfj,submarine [2010] dir. richard ayoade
595,april,esfj,abril
596,finally finishing evangelion,esfj,terminando por fin evangelion
597,mysterious over the head headphones girlie,esfj,misteriosos auriculares sobre la cabeza girlie
598,i finally got noise cancelling bluetooth headphones and they are the best thing i have ever bought,esfj,por fin tengo auriculares bluetooth con cancelacion de ruido y son lo mejor que he comprado nunca
599,i wanna make my spotify cute,esfj,quiero que mi spotify sea bonito
600,rt this and give me ur mutals 🤲🤲,esfj,rt this and give me ur mutals 🤲🤲
601,i am in love with her,esfj,estoy enamorado de ella
602,13/26 https://t.co/hyB1CQukp0,esfj,13/26 https://t.co/hyB1CQukp0
603,I 💗 this emoji 🪷🪷🪷🪷 its so cute,esfj,I 💗 este emoji 🪷🪷🪷🪷 su tan lindo
604,new top 4,esfj,nuevo top 4
605,i love organising my letterboxd and putting films into lists i think its so fun,esfj,me encanta organizar mi buzon y poner las peliculas en listas me parece muy divertido
606,nayeon pfp,esfj,pfp nayeon
607,#NewProfilePic,esfj,#Nueva foto de perfil
608,marsboxd comeback,esfj,regreso de marsboxd
609,puella magi madoka magica [2011],esfj,puella magi madoka magica [2011].
610,#NewProfilePic,esfj,#Nueva foto de perfil
611,proud twitter web app hater,esfj,orgulloso de odiar la aplicación web de twitter
612,"my little pony: equestria girls - rainbow rocks [2014] dir. jayson thiessen, ishi rudell",esfj,"mi pequeño pony: equestria girls - rainbow rocks [2014] dir. jayson thiessen, ishi rudell"
613,@ilImakecereaI SHES SO UGLYYYY,esfj,@ilImakecereaI SHES SO UGLYYYY
614,I just got result 'kisses' on quiz 'what kinda physical touch would just absolutely destroy u rn'. What will you ge…,esfj,"Acabo de recibir el resultado ""besos"" en el cuestionario ""qué tipo de contacto físico te destrozaría"". ¿Qué te gustaría..."
615,fantastic mr fox [2009] dir. wes anderson,esfj,fantastic mr fox [2009] dir. wes anderson
616,@b4gofb0neZz ur dating a virgo you have no say in anything,esfj,@b4gofb0neZz estas saliendo con un virgo no tienes voz en nada
617,@debrnkp okay boy kisser,esfj,@debrnkp okay boy kisser
618,listening to the playlist we made and blushing and giggling and swinging my legs,esfj,escuchando la lista de reproducción que hicimos y sonrojándome y riéndome y moviendo las piernas
619,@b4gofb0neZz **** is a september virgo,esfj,@b4gofb0neZz **** es un virgo septembrino
620,@b4gofb0neZz yeah,esfj,@b4gofb0neZz sí
621,@b4gofb0neZz virgos are way worse every virgo ive dated has been so bad,esfj,@b4gofb0neZz virgos son mucho peor cada virgo ive fecha ha sido tan malo
622,@b4gofb0neZz run,esfj,@b4gofb0neZz correr
623,@P0PSC3NE your glasses make you look like a swagmaster,esfj,@P0PSC3NE tus gafas te hacen parecer un swagmaster
624,i hate the new update,esfj,odio la nueva actualización
625,blue haired anime girls my favourite gender,esfj,chicas anime de pelo azul mi género favorito
626,i will make a twitter comeback,esfj,volveré a twitter
627,i am watching madoka magica,esfj,estoy viendo madoka magica
628,geenie reenie [2017] dir. andrew onorato,esfj,geenie reenie [2017] dir. andrew onorato
629,the grand budapest hotel [2014] dir. wes anderson,esfj,el gran hotel budapest [2014] dir. wes anderson
630,I just got result 'shinji ikari' on quiz 'giving you a brutal kin.'. What will you get? https://t.co/kXkDJcLft1 via @uquiz,esfj,Acabo de obtener el resultado 'shinji ikari' en el quiz 'dándote un kin brutal'. ¿Qué obtendrás? https://t.co/kXkDJcLft1 via @uquiz
631,"Wordle 262 5/6

⬛⬛⬛⬛⬛
⬛🟨🟩⬛🟨
🟨⬛🟩🟩🟨
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩",esfj,"Wordle 262 5/6

⬛⬛⬛⬛⬛
⬛🟨🟩⬛🟨
🟨⬛🟩🟩🟨
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
632,"Wordle 261 4/6

🟨⬛🟨⬛🟨
🟨⬛⬛🟨⬛
🟩🟩⬛🟨🟨
🟩🟩🟩🟩🟩",esfj,"Wordle 261 4/6

🟨⬛🟨⬛🟨
🟨⬛⬛🟨⬛
🟩🟩⬛🟨🟨
🟩🟩🟩🟩🟩"
633,@tsukidoII YES,esfj,@tsukidoII SÍ
634,"Wordle 260 5/6

⬛⬛⬛⬛🟨
🟩🟨🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",esfj,"Wordle 260 5/6

⬛⬛⬛⬛🟨
🟩🟨🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩"
635,"Wordle 259 4/6

⬛⬛⬛🟨⬛
⬛🟩🟩🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",esfj,"Wordle 259 4/6

⬛⬛⬛🟨⬛
⬛🟩🟩🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩"
636,"encanto [2021] dir. byron howard, jared bush",esfj,"encanto [2021] dir. byron howard, jared bush"
637,march,esfj,marzo
638,submarine [2010] dir. richard ayoade,esfj,submarine [2010] dir. richard ayoade
639,EUPHORIA EP WAS SO GOOD LEXI OMFG SHE IS UNHINGED,esfj,EUPHORIA EP ERA TAN BUENO LEXI OMFG ELLA ES DESQUICIADO
640,@grahamcoxonirl @longlivealo hello alo and soren,esfj,@grahamcoxonirl @longlivealo hola alo y soren
641,twins in paradise [2020] dir. victoria vincent,esfj,gemelas en el paraíso [2020] dir. victoria vincent
642,monkeys who live in a house [2020] dir. jonni phillips,esfj,monos que viven en una casa [2020] dir. jonni phillips
643,"a dog that smokes weed [2020] dir. victoria vincent, jonni phillips",esfj,"un perro que fuma hierba [2020] dir. victoria vincent, jonni phillips"
644,catscape [2019] dir. victoria vincent,esfj,catscape [2019] dir. victoria vincent
645,bobo the monkey [2021] dir. victoria vincent,esfj,bobo el mono [2021] dir. victoria vincent
646,Bunnyrabbit [2018] dir. victoria vincent,esfj,Bunnyrabbit [2018] dir. victoria vincent
647,dead end [2019] dir. victoria vincent,esfj,callejón sin salida [2019] dir. victoria vincent
648,mask dog [2018] dir. victoria vincent,esfj,perro máscara [2018] dir. victoria vincent
649,motivational video movie [2018] dir. victoria vincent,esfj,motivational video movie [2018] dir. victoria vincent
650,pizza movie [2016] dir. victoria vincent,esfj,pizza movie [2016] dir. victoria vincent
651,floatland [2018] dir. victoria vincent,esfj,floatland [2018] dir. victoria vincent
652,agoraphobia [2017] dir. victoria vincent,esfj,agorafobia [2017] dir. victoria vincent
653,@cqrpsebride I SAW!!! on ur letterboxd profile and now im watching every victoria vincent short film,esfj,@cqrpsebride I SAW!!! on ur letterboxd profile and now im watching every victoria vincent short film
654,find true love [2016] dir. victoria vincent,esfj,encontrar el amor verdadero [2016] dir. victoria vincent
655,fluffy’s third eye [2016] dir. victoria vincent,esfj,fluffy's third eye [2016] dir. victoria vincent
656,little bunny [2016] dir. victoria vincent,esfj,little bunny [2016] dir. victoria vincent
657,kittycat96 [2017] dir. victoria vincent,esfj,kittycat96 [2017] dir. victoria vincent
658,cat city [2017] dir. victoria vincent,esfj,ciudad de los gatos [2017] dir. victoria vincent
659,belle [2021] dir. mamoru hosoda,esfj,belle [2021] dir. mamoru hosoda
660,#nw belle [2021] dir. mamoru hosoda,esfj,#nw belle [2021] dir. mamoru hosoda
661,applying for work experience and having no idea what you would bring to the programme 😞😞,esfj,solicitar prácticas y no tener ni idea de lo que podrías aportar al programa 😞😞😞
662,sing 2 [2021] dir. garth jennings,esfj,sing 2 [2021] dir. garth jennings
663,"Wordle 238 3/6

⬛🟨⬛️🟨⬛
⬛⬛️⬛⬛🟨
🟩🟩🟩🟩🟩",esfj,"Wordle 238 3/6

⬛🟨⬛️🟨⬛
⬛⬛️⬛⬛🟨
🟩🟩🟩🟩🟩"
664,me!!!!,esfj,¡¡¡¡me!!!!
665,@grahamcoxonirl bitch u got me im@ur marsfriend 🥺🥺,esfj,@grahamcoxonirl bitch u got me im@ur marsfriend 🥺🥺
666,"Wordle 237 4/6

⬛️⬛️⬛️🟨🟨
⬛️⬛️⬛️⬛️🟨
⬛️🟩🟨⬛️🟨
🟩🟩🟩🟩🟩",esfj,"Wordle 237 4/6

⬛️⬛️⬛️🟨🟨
⬛️⬛️⬛️⬛️🟨
⬛️🟩🟨⬛️🟨
🟩🟩🟩🟩🟩"
667,i ruined the wordle for soren today im entering my joker arc,esfj,arruiné el wordle para soren hoy im que entra en mi arco del bromista
668,@grahamcoxonirl r u crazy,esfj,@grahamcoxonirl ¿estás loco?
669,"Wordle 236 3/6

⬛️🟩⬛️🟨🟩
⬛️🟩⬛️🟩🟩
🟩🟩🟩🟩🟩",esfj,"Wordle 236 3/6

⬛️🟩⬛️🟨🟩
⬛️🟩⬛️🟩🟩
🟩🟩🟩🟩🟩"
670,@grahamcoxonirl CUASE U NEVER DO ANYTHING ABOUT IT,esfj,@grahamcoxonirl CUASE U NEVER DOTHING ABOUT IT
671,@grahamcoxonirl legit just be in a band with me im so mid tho,esfj,@grahamcoxonirl legit sólo estar en una banda conmigo im tan mediados tho
672,"wordle 235 4/6 

⬛️⬛️⬛️🟨⬛️
⬛️⬛️🟨⬛️⬛️
🟨🟨🟨⬛️⬛️
🟩🟩🟩🟩🟩",esfj,"wordle 235 4/6

⬛️⬛️⬛️🟨⬛️
⬛️⬛️🟨⬛️⬛️
🟨🟨🟨⬛️⬛️
🟩🟩🟩🟩🟩"
673,"Wordle 234 5/6

⬛️🟨⬛️⬛️🟩
⬛️⬛️⬛️⬛️⬛️
⬛️🟩🟩⬛️🟩
⬛️🟩🟩⬛️🟩
🟩🟩🟩🟩🟩",esfj,"Wordle 234 5/6

⬛️🟨⬛️⬛️🟩
⬛️⬛️⬛️⬛️⬛️
⬛️🟩🟩⬛️🟩
⬛️🟩🟩⬛️🟩
🟩🟩🟩🟩🟩"
674,@b4gofb0neZz that has happened to me before.,esfj,@b4gofb0neZz eso ya me ha pasado otras veces.
675,@Nut420Sack my mum saw a pic of ur bald hair and said you look cool 😎😎,esfj,@Nut420Sack mi mamá vio una foto de tu pelo calvo y dijo que te ves genial 😎😎😎
676,@jjp_131 @JOOH0NEYS Don’t be dumb. They reinterpreted it and incorporated the Money Heist theme. Even better since…,esfj,@jjp_131 @JOOH0NEYS No seas tonto. Lo reinterpretaron e incorporaron el tema de Money Heist. Incluso mejor ya que.
677,"@smolkonic Idk about the noise, since music in general does make noise but yes ateez are known to be an edgy boygro…",esfj,"@smolkonic Idk sobre el ruido, ya que la música en general hace ruido, pero sí ateez son conocidos por ser un boygro edgy ..."
678,@nauiujuya A masterpiece,esfj,@nauiujuya Una obra maestra
679,@atiny_multistan @Yun_Hwa02 Thank you x I’d really appreciate it,esfj,@atiny_multistan @Yun_Hwa02 Gracias x Os lo agradecería mucho
680,@Yun_Hwa02 Hi I’ve been offline. Why and where are we voting?,esfj,@Yun_Hwa02 Hola he estado desconectado. ¿Por qué y dónde estamos votando?
681,@stopkillingmeu Stream ateez 💕,esfj,@stopkillingmeu Stream ateez 💕
682,@stopkillingmeu @wintercvnt Me when I lie,esfj,@stopkillingmeu @wintercvnt Yo cuando miento
683,Omg I went through Anne Hathaways tagged photos on insta and it’s just Lisa the whole time😂,esfj,Omg me fui a través de Anne Hathaways fotos etiquetadas en insta y es sólo Lisa todo el tiempo😂
684,@thestorybyniel @LSMTRENDS @BLACKPINK The part at the end was not in the trend… so it could be a coincidence. Anyway it’s no big deal,esfj,@thestorybyniel @LSMTRENDS @BLACKPINK La parte del final no estaba en la tendencia... así que podría ser una coincidencia. De todas formas no es para tanto
685,@seocrw You might have memory issues you should get that checked out,esfj,"@seocrw Puede que tengas problemas de memoria, deberías comprobarlo."
686,@FEARLESSnLOVER Blank space easy peasy,esfj,"@FEARLESSnLOVER Espacio en blanco, fácil."
687,My non kpop friends decided to buy me posters for my birthday. They don’t know anything about kpop so of course the…,esfj,Mis amigos que no son de kpop decidieron comprarme posters para mi cumpleaños. No saben nada de kpop así que por supuesto el...
688,"@ReesePattyWork @miss_matlawa @Dyiks Yes this is a very serious issue in South Africa, however you bringing it up o…",esfj,"@ReesePattyWork @miss_matlawa @Dyiks Sí, este es un tema muy serio en Sudáfrica, sin embargo, sacarlo a rel..."
689,@pledis_boops @yeosburntegg It’s not a fight but some people are being very disrespectful towards Ateez and Atiny are standing up for them,esfj,@pledis_boops @yeosburntegg No es una pelea pero hay gente que está siendo muy irrespetuosa con Ateez y Atiny está dando la cara por ellos
690,What gets me is the “EVEN” ? Like ??,esfj,"Lo que me molesta es el ""AUN"" ? ¿Igual?"
691,@wdzclip Some people really be lying unprovoked,esfj,@wdzclip Algunas personas realmente estar mintiendo sin provocación
692,@gummisugaa Can’t blame them. Some of y’all be delusional af😂,esfj,@gummisugaa No puedo culparlos. Algunos de ustedes ser delirante af😂
693,@allkpop Ateez,esfj,@allkpop Ateez
694,He’s insane,esfj,Está loco.
695,@ndrade_brenda @TheSwiftSociety @taylorswift13 Nothing!!!,esfj,@ndrade_brenda @TheSwiftSociety @taylorswift13 ¡¡¡Nada!!!
696,@trippiejoon Who’s y’all? Leave us out of your drama pls,esfj,@trippiejoon ¿Quiénes son ustedes? Déjanos fuera de tu drama por favor.
697,@hira1cuits The jealousy 😂,esfj,@hira1cuits Los celos 😂
698,I’m guessing the drama on the tl is bc ateez sold out their tour and the other group didn’t and bc jealousy they de…,esfj,Supongo que el drama en el tl es bc ateez agotado su gira y el otro grupo no y bc celos que de...
699,"@winterology_ @sanlixer Lol what’s all this hate on eternal sunshine for😂
Leave us alone guys🙂",esfj,"@winterology_ @sanlixer Lol a que viene tanto odio a eternal sunshine por😂.
Dejadnos en paz chicos🙂 ."
700,@dkjk_04 @alovelyATINY @sanlixer Always in our business and always wrong. It’s embarrassing,esfj,@dkjk_04 @alovelyATINY @sanlixer Siempre en lo nuestro y siempre mal. Es vergonzoso
701,I watched it way too many times,esfj,Lo he visto demasiadas veces
702,@ATEEZofficial No way,esfj,@ATEEZofficial De ninguna manera
703,Ateez is so hot for this🔥🔥🔥,esfj,Ateez es tan caliente para this🔥🔥🔥🔥
704,@0327Christian @ksgparks After they say follow my heartbeat. So come with me makes more sense,esfj,@0327Christian @ksgparks Después de que dicen seguir mi latido del corazón. Así que ven conmigo tiene más sentido
705,Obsessed with hongjoongs new hair😭,esfj,Obsesionado con el nuevo pelo de Hongjoong😭
706,@MargheDW8 @kpoppiethoughts Lmao “objectively”,esfj,"@MargheDW8 @kpoppiethoughts Lmao ""objetivamente"""
707,"@kpoppiethoughts ATEEZ will release their 2nd Japanese Mini Album 'BEYOND: ZERO' on May 25th, with a new song 'THE…",esfj,"@kpoppiethoughts ATEEZ lanzará su 2º mini álbum japonés 'BEYOND: ZERO' el 25 de mayo, con una nueva canción 'THE..."
708,Why is there army drama on my tl?,esfj,¿Por qué hay drama del ejército en mi tl?
709,Y’all I wanna stan Billlie. Do they have any variety shows where I can see their personalities?,esfj,Quiero ser fan de Billlie. ¿Tienen algún programa de variedades donde pueda ver sus personalidades?
710,Not you cutting it to 3 secs lmao. What you so afraid of?,esfj,No tu cortándolo a 3 segundos lmao. ¿De qué tienes tanto miedo?
711,@qiqilix Don’t involve us in your beef with the rest of the kpop community 😂,esfj,@qiqilix No nos metas en tu beef con el resto de la comunidad kpop 😂
712,I love them for this… they enjoy what they’re doing and are amazing at it💕,esfj,Me encantan por eso... disfrutan con lo que hacen y son increíbles💕
713,I’m so tired of April fools already. I’m literally so gullible. Every update I see I believe then I look at the com…,esfj,Estoy tan cansado de los tontos de abril ya. Estoy literalmente tan crédulo. Cada actualización que veo creo entonces miro el com...
714,@monichbang @fltrjwy Lmao stay pressed,esfj,@monichbang @fltrjwy Lmao permanecer presionado
715,Cute,esfj,Bonito
716,@lenkirix No we’re really just proud actually. Don’t ruin the moment 💕,esfj,@lenkirix No en realidad solo estamos orgullosos en realidad. No arruines el momento 💕
717,@joonIyricist @atzbtsfilm @Noorandtae Here we go again🙄,esfj,@joonIyricist @atzbtsfilm @Noorandtae Aquí vamos de nuevo🙄
718,@woochancult Are you like 5?,esfj,@woochancult ¿Tienes como 5 años?
719,Fearless is Taylor Swift’s best album,esfj,Fearless es el mejor álbum de Taylor Swift
720,@GODSMENUH Why you gotta lie like that?💀,esfj,@GODSMENUH ¿Por qué tienes que mentir así?💀
721,Honestly it’s so creative to me… it’s like a story. It’s okay to not have taste though 💕,esfj,Sinceramente me parece tan creativo... es como un cuento. Aunque está bien no tener gusto 💕.
722,@spyaired Qrts eating you up. Literally why lie?,esfj,@spyaired Qrts comiendote. Literalmente ¿por qué mentir?
723,@Browngyalmagic @JIMINSPOGOSTICK Read the rest of the tweet💕,esfj,@Browngyalmagic @JIMINSPOGOSTICK Leer el resto del tweet💕
724,"HAPPY YUNHO DAY ❤️

Be With Yunho
#행복이_윤호야_생일축하튜
#GoldenYunhoDay
#ATEEZ #에이티즈 #YUNHO @ATEEZofficial",esfj,"feliz día de yunho ❤️

Be With Yunho
#feliz_cumpleaños_yunho
#GoldenYunhoDay
#ATEEZ #에이티즈 #YUNHO @ATEEZofficial"
725,Damn the qrts got here quick. Low-key feel like we have a third fandom forming,esfj,Maldita sea los qrts llegaron rápido. Siento como si tuviéramos un tercer fandom en formación.
726,@moonlightgIoss Nah she’s right. Atz got plagiarised 3 times in the last month. So no we won’t “stfu”,esfj,"@moonlightgIoss Nah ella tiene razón. A Atz le plagiaron 3 veces en el último mes. Así que no no vamos a ""stfu"""
727,@IIIIIIIllllL_xX @SeonghwaSimp_ @hongjoongspov @xionation So?,esfj,@IIIIllllL_xX @SeonghwaSimp_ @hongjoongspov @xionation ¿Y?
